,Company,Flight_Num,Dep,Sche,Dept,Type,Status,Date
25,제주항공,7C504,PUS(김해),10:30,10:42,여객,출발,2007-03-05
26,아시아나항공,OZ8908,GMP(김포),10:35,12:00,여객,지연,2007-03-05
27,아시아나항공,OZ8142,KWJ(광주),11:00,11:09,여객,출발,2007-03-05
28,대한항공,KE1214,GMP(김포),11:00,:,여객,취소,2007-03-05
29,제주항공,7C110,GMP(김포),11:15,11:22,여객,출발,2007-03-05
30,대한항공,KE1008,PUS(김해),11:20,:,여객,취소,2007-03-05
31,제주항공,7C112,GMP(김포),11:25,11:47,여객,출발,2007-03-05
32,아시아나항공,OZ8910,GMP(김포),11:30,11:36,여객,출발,2007-03-05
33,대한항공,KE1010,PUS(김해),12:05,12:58,여객,지연,2007-03-05
34,아시아나항공,OZ8912,GMP(김포),12:10,12:28,여객,출발,2007-03-05
35,대한항공,KE1804,TAE(대구),12:10,12:44,여객,지연,2007-03-05
36,대한항공,KE1084,PUS(김해),12:10,:,여객,,2007-03-05
37,대한항공,KE1852,WJU(원주),12:20,:,여객,취소,2007-03-05
38,제주항공,7C114,GMP(김포),12:20,12:31,여객,출발,2007-03-05
39,아시아나항공,OZ8914,GMP(김포),12:25,12:47,여객,출발,2007-03-05
40,아시아나항공,OZ8126,TAE(대구),12:25,13:02,여객,지연,2007-03-05
41,원동항공,EF305,TPE(타오위안 국제 공항),12:25,12:56,여객,출발,2007-03-05
42,대한항공,KE755,NGO(나고야),12:30,14:06,여객,지연,2007-03-05
43,대한항공,KE1218,GMP(김포),12:35,13:06,여객,지연,2007-03-05
44,중국동방항공,MU5036,PVG(푸동),12:45,13:09,여객,출발,2007-03-05
45,대한항공,KE1220,GMP(김포),12:50,13:11,여객,출발,2007-03-05
46,대한항공,KE1222,GMP(김포),13:00,13:14,여객,출발,2007-03-05
47,대한항공,KE1904,KWJ(광주),13:00,13:23,여객,출발,2007-03-05
48,대한항공,KE1292,GMP(김포),13:10,13:20,여객,출발,2007-03-05
49,HAN,HS204,GMP(김포),13:25,13:33,여객,출발,2007-03-05
50,대한항공,KE1494,ICN(인천),13:30,13:53,여객,출발,2007-03-05
51,대한항공,KE1226,GMP(김포),13:30,13:47,여객,출발,2007-03-05
52,아시아나항공,OZ8104,PUS(김해),13:30,13:35,여객,출발,2007-03-05
53,제주항공,7C116,GMP(김포),13:35,13:41,여객,출발,2007-03-05
54,중국동방항공,MU274,PEK(베이징),13:35,14:50,여객,지연,2007-03-05
55,원동항공,EF301,TPE(타오위안 국제 공항),13:40,14:38,여객,출발,2007-03-05
56,아시아나항공,OZ8916,GMP(김포),13:45,15:06,여객,지연,2007-03-05
57,대한항공,KE1954,CJJ(청주),13:50,14:42,여객,지연,2007-03-05
58,제주항공,7C118,GMP(김포),14:05,14:45,여객,지연,2007-03-05
59,아시아나항공,OZ8144,KWJ(광주),14:40,14:48,여객,출발,2007-03-05
60,대한항공,KE1016,PUS(김해),15:00,15:14,여객,출발,2007-03-05
61,대한항공,KE1234,GMP(김포),15:00,15:11,여객,출발,2007-03-05
62,제주항공,7C120,GMP(김포),15:05,15:13,여객,출발,2007-03-05
63,아시아나항공,OZ8234,CJJ(청주),15:20,15:44,여객,출발,2007-03-05
64,아시아나항공,OZ8918,GMP(김포),15:20,15:34,여객,출발,2007-03-05
65,원동항공,EF303,TPE(타오위안 국제 공항),15:20,15:19,여객,출발,2007-03-05
66,대한항공,KE1906,KWJ(광주),15:35,15:48,여객,출발,2007-03-05
67,대한항공,KE1806,TAE(대구),15:40,15:53,여객,출발,2007-03-05
68,아시아나항공,OZ8920,GMP(김포),15:55,16:03,여객,출발,2007-03-05
69,대한항공,KE1238,GMP(김포),16:00,16:09,여객,출발,2007-03-05
70,아시아나항공,OZ8146,KWJ(광주),16:10,16:16,여객,출발,2007-03-05
71,대한항공,KE1240,GMP(김포),16:25,16:37,여객,출발,2007-03-05
72,대한항공,KE1294,GMP(김포),16:30,:,여객,취소,2007-03-05
73,대한항공,KE1244,GMP(김포),16:45,16:56,여객,출발,2007-03-05
74,제주항공,7C124,GMP(김포),16:55,16:58,여객,출발,2007-03-05
75,아시아나항공,OZ8236,CJJ(청주),17:00,17:08,여객,출발,2007-03-05
76,아시아나항공,OZ8922,GMP(김포),17:00,18:17,여객,지연,2007-03-05
77,HAN,HS304,CJJ(청주),17:05,17:10,여객,출발,2007-03-05
78,대한항공,KE1242,GMP(김포),17:05,17:18,여객,출발,2007-03-05
79,제주항공,7C506,PUS(김해),17:10,17:19,여객,출발,2007-03-05
80,대한항공,KE1246,GMP(김포),17:10,17:21,여객,출발,2007-03-05
81,대한항공,KE1916,KUV(군산),17:15,:,여객,취소,2007-03-05
82,아시아나항공,OZ8128,TAE(대구),17:20,17:29,여객,출발,2007-03-05
83,중국동방항공,MU2072,PVG(푸동),17:30,19:46,,지연,2007-03-05
84,제주항공,7C126,GMP(김포),17:30,18:01,여객,지연,2007-03-05
85,대한항공,KE1018,PUS(김해),17:35,18:32,여객,지연,2007-03-05
86,원동항공,EF307,TPE(타오위안 국제 공항),17:50,18:59,여객,지연,2007-03-05
87,대한항공,KE717,NRT(나리타),18:10,18:07,여객,출발,2007-03-05
88,아시아나항공,OZ8926,GMP(김포),18:15,18:27,여객,출발,2007-03-05
89,대한항공,KE1252,GMP(김포),18:20,18:31,여객,출발,2007-03-05
90,대한항공,KE733,KIX(간사이),18:30,18:29,여객,출발,2007-03-05
91,대한항공,KE1024,PUS(김해),18:30,19:18,여객,지연,2007-03-05
92,아시아나항공,OZ8106,PUS(김해),18:35,18:44,여객,출발,2007-03-05
93,대한항공,KE1908,KWJ(광주),18:40,18:49,여객,출발,2007-03-05
94,대한항공,KE1254,GMP(김포),18:40,18:55,여객,출발,2007-03-05
95,아시아나항공,OZ8552,ICN(인천),19:00,19:07,여객,출발,2007-03-05
96,대한항공,KE1022,PUS(김해),19:05,19:14,여객,출발,2007-03-05
97,중국동방항공,MU2074,PVG(푸동),19:25,20:06,여객,출발,2007-03-05
98,대한항공,KE1958,CJJ(청주),19:30,19:37,여객,출발,2007-03-05
99,대한항공,KE1256,GMP(김포),19:30,:,여객,취소,2007-03-05
100,제주항공,7C508,PUS(김해),19:50,19:57,여객,출발,2007-03-05
101,원동항공,EF311,TPE(타오위안 국제 공항),19:50,20:10,,출발,2007-03-05
102,아시아나항공,OZ8130,TAE(대구),20:00,20:21,여객,출발,2007-03-05
103,아시아나항공,OZ8934,GMP(김포),20:00,20:15,여객,출발,2007-03-05
104,대한항공,KE1260,GMP(김포),20:05,20:19,여객,출발,2007-03-05
105,대한항공,KE1810,TAE(대구),20:05,20:18,여객,출발,2007-03-05
106,아시아나항공,OZ8148,KWJ(광주),20:15,20:34,여객,출발,2007-03-05
107,아시아나항공,OZ8238,CJJ(청주),20:15,20:24,여객,출발,2007-03-05
108,제주항공,7C130,GMP(김포),20:20,20:52,여객,지연,2007-03-05
109,HAN,HS306,CJJ(청주),20:25,20:40,여객,출발,2007-03-05
110,아시아나항공,OZ8932,GMP(김포),20:25,:,여객,취소,2007-03-05
111,대한항공,KE1264,GMP(김포),20:30,20:37,여객,출발,2007-03-05
112,대한항공,KE1028,PUS(김해),20:40,20:45,여객,출발,2007-03-05
113,대한항공,KE1266,GMP(김포),20:50,20:59,여객,출발,2007-03-05
114,제주항공,7C132,GMP(김포),20:55,21:02,여객,출발,2007-03-05
115,대한항공,KE1268,GMP(김포),21:00,21:08,여객,출발,2007-03-05
116,아시아나항공,OZ8936,GMP(김포),21:10,21:16,여객,출발,2007-03-05
117,제주항공,7C134,GMP(김포),21:15,21:13,여객,출발,2007-03-05
118,아시아나항공,OZ8938,GMP(김포),21:20,21:24,여객,출발,2007-03-05
0,대한항공,KE1200,GMP(김포),07:05,07:22,여객,출발,2007-03-06
1,아시아나항공,OZ8902,GMP(김포),07:25,07:32,여객,출발,2007-03-06
2,대한항공,KE1002,PUS(김해),08:00,08:09,여객,출발,2007-03-06
3,대한항공,KE1004,PUS(김해),08:20,08:32,여객,출발,2007-03-06
4,대한항공,KE1006,PUS(김해),08:25,08:40,여객,출발,2007-03-06
5,제주항공,7C106,GMP(김포),08:25,08:31,여객,출발,2007-03-06
6,아시아나항공,OZ8100,PUS(김해),08:30,08:35,여객,출발,2007-03-06
7,제주항공,7C502,PUS(김해),08:35,08:42,여객,출발,2007-03-06
8,제주항공,7C500,PUS(김해),08:40,:,여객,,2007-03-06
9,대한항공,KE1204,GMP(김포),08:40,08:49,여객,출발,2007-03-06
10,제주항공,7C108,GMP(김포),08:50,08:57,여객,출발,2007-03-06
11,아시아나항공,OZ8904,GMP(김포),09:00,09:09,여객,출발,2007-03-06
12,대한항공,KE1802,TAE(대구),09:00,09:15,여객,출발,2007-03-06
13,대한항공,KE1208,GMP(김포),09:10,09:21,여객,출발,2007-03-06
14,아시아나항공,OZ8906,GMP(김포),09:25,09:35,여객,출발,2007-03-06
15,아시아나항공,OZ8232,CJJ(청주),09:30,09:37,여객,출발,2007-03-06
16,아시아나항공,OZ8122,TAE(대구),09:30,09:43,여객,출발,2007-03-06
17,대한항공,KE1210,GMP(김포),09:50,10:02,여객,출발,2007-03-06
18,대한항공,KE1952,CJJ(청주),09:50,10:07,여객,출발,2007-03-06
19,HAN,HS302,CJJ(청주),10:05,10:09,여객,출발,2007-03-06
20,대한항공,KE1902,KWJ(광주),10:20,10:30,여객,출발,2007-03-06
21,제주항공,7C504,PUS(김해),10:30,10:38,여객,출발,2007-03-06
22,아시아나항공,OZ8908,GMP(김포),10:35,10:42,여객,출발,2007-03-06
23,대한항공,KE1214,GMP(김포),11:00,11:13,여객,출발,2007-03-06
24,아시아나항공,OZ8142,KWJ(광주),11:00,11:08,여객,출발,2007-03-06
25,제주항공,7C110,GMP(김포),11:15,11:26,여객,출발,2007-03-06
26,대한항공,KE1008,PUS(김해),11:20,11:31,여객,출발,2007-03-06
27,아시아나항공,OZ8910,GMP(김포),11:30,11:43,여객,출발,2007-03-06
28,대한항공,KE1804,TAE(대구),12:10,12:18,여객,출발,2007-03-06
29,아시아나항공,OZ8912,GMP(김포),12:10,12:21,여객,출발,2007-03-06
30,대한항공,KE1852,WJU(원주),12:20,12:31,여객,출발,2007-03-06
31,제주항공,7C114,GMP(김포),12:20,12:27,여객,출발,2007-03-06
32,아시아나항공,OZ8126,TAE(대구),12:25,12:38,여객,출발,2007-03-06
33,아시아나항공,OZ8914,GMP(김포),12:25,12:40,여객,출발,2007-03-06
34,원동항공,EF305,TPE(타오위안 국제 공항),12:25,12:33,여객,출발,2007-03-06
35,대한항공,KE1218,GMP(김포),12:35,12:48,여객,출발,2007-03-06
36,중국동방항공,MU5036,PVG(푸동),12:45,12:52,여객,출발,2007-03-06
37,대한항공,KE1220,GMP(김포),12:50,13:03,여객,출발,2007-03-06
38,대한항공,KE1904,KWJ(광주),13:00,13:09,여객,출발,2007-03-06
39,대한항공,KE1222,GMP(김포),13:00,13:06,여객,출발,2007-03-06
40,대한항공,KE1954,CJJ(청주),13:20,13:29,여객,출발,2007-03-06
41,HAN,HS204,GMP(김포),13:25,13:26,여객,출발,2007-03-06
42,아시아나항공,OZ8104,PUS(김해),13:30,13:35,여객,출발,2007-03-06
43,대한항공,KE1226,GMP(김포),13:30,13:45,여객,출발,2007-03-06
44,제주항공,7C116,GMP(김포),13:35,13:42,여객,출발,2007-03-06
45,중국동방항공,MU274,PEK(베이징),13:35,14:04,여객,출발,2007-03-06
46,대한항공,KE1012,PUS(김해),13:40,13:48,여객,출발,2007-03-06
47,원동항공,EF301,TPE(타오위안 국제 공항),13:40,14:13,여객,출발,2007-03-06
48,아시아나항공,OZ8916,GMP(김포),13:45,13:53,여객,출발,2007-03-06
49,대한항공,KE1230,GMP(김포),14:00,14:08,여객,출발,2007-03-06
50,제주항공,7C118,GMP(김포),14:05,14:09,여객,출발,2007-03-06
51,아시아나항공,OZ8144,KWJ(광주),14:40,14:46,여객,출발,2007-03-06
52,대한항공,KE1234,GMP(김포),15:00,15:09,여객,출발,2007-03-06
53,제주항공,7C120,GMP(김포),15:05,15:05,여객,출발,2007-03-06
54,중국동방항공,MU5038,PVG(푸동),15:15,15:34,,출발,2007-03-06
55,아시아나항공,OZ8918,GMP(김포),15:20,15:30,여객,출발,2007-03-06
56,원동항공,EF303,TPE(타오위안 국제 공항),15:20,15:42,여객,출발,2007-03-06
57,아시아나항공,OZ8234,CJJ(청주),15:20,15:28,여객,출발,2007-03-06
58,대한항공,KE1906,KWJ(광주),15:35,15:43,여객,출발,2007-03-06
59,대한항공,KE1806,TAE(대구),15:40,15:52,여객,출발,2007-03-06
60,아시아나항공,OZ8920,GMP(김포),15:55,16:06,여객,출발,2007-03-06
61,대한항공,KE1238,GMP(김포),16:00,16:09,여객,출발,2007-03-06
62,아시아나항공,OZ8146,KWJ(광주),16:10,16:14,여객,출발,2007-03-06
63,대한항공,KE1956,CJJ(청주),16:20,16:37,여객,출발,2007-03-06
64,대한항공,KE1240,GMP(김포),16:25,16:45,여객,출발,2007-03-06
65,대한항공,KE1244,GMP(김포),16:45,16:57,여객,출발,2007-03-06
66,제주항공,7C124,GMP(김포),16:55,17:02,여객,출발,2007-03-06
67,아시아나항공,OZ8922,GMP(김포),17:00,17:10,여객,출발,2007-03-06
68,아시아나항공,OZ8236,CJJ(청주),17:00,17:22,여객,출발,2007-03-06
69,HAN,HS304,CJJ(청주),17:05,17:06,여객,출발,2007-03-06
70,제주항공,7C506,PUS(김해),17:10,17:15,여객,출발,2007-03-06
71,대한항공,KE1246,GMP(김포),17:10,17:25,여객,출발,2007-03-06
72,대한항공,KE1916,KUV(군산),17:15,:,여객,취소,2007-03-06
73,아시아나항공,OZ8128,TAE(대구),17:20,17:27,여객,출발,2007-03-06
74,중국동방항공,MU2072,PVG(푸동),17:30,18:06,,출발,2007-03-06
75,제주항공,7C126,GMP(김포),17:30,17:42,여객,출발,2007-03-06
76,대한항공,KE1018,PUS(김해),17:35,18:02,여객,출발,2007-03-06
77,원동항공,EF307,TPE(타오위안 국제 공항),17:50,18:12,여객,출발,2007-03-06
78,대한항공,KE717,NRT(나리타),18:10,18:08,여객,출발,2007-03-06
79,아시아나항공,OZ8926,GMP(김포),18:15,18:24,여객,출발,2007-03-06
80,대한항공,KE1252,GMP(김포),18:20,18:28,여객,출발,2007-03-06
81,대한항공,KE1024,PUS(김해),18:30,18:40,여객,출발,2007-03-06
82,대한항공,KE733,KIX(간사이),18:30,18:30,여객,출발,2007-03-06
83,아시아나항공,OZ8106,PUS(김해),18:35,18:46,여객,출발,2007-03-06
84,대한항공,KE1908,KWJ(광주),18:40,18:52,여객,출발,2007-03-06
85,대한항공,KE1254,GMP(김포),18:40,18:50,여객,출발,2007-03-06
86,대한항공,KE1242,GMP(김포),18:50,19:01,여객,출발,2007-03-06
87,대한항공,KE795,FUK(후쿠오카),19:00,19:03,여객,출발,2007-03-06
88,대한항공,KE1022,PUS(김해),19:05,19:13,여객,출발,2007-03-06
89,중국동방항공,MU2074,PVG(푸동),19:25,20:24,여객,출발,2007-03-06
90,아시아나항공,OZ136,FUK(후쿠오카),19:30,19:37,여객,출발,2007-03-06
91,대한항공,KE1256,GMP(김포),19:30,19:40,여객,출발,2007-03-06
92,대한항공,KE1958,CJJ(청주),19:30,19:43,여객,출발,2007-03-06
93,제주항공,7C508,PUS(김해),19:50,19:50,여객,출발,2007-03-06
94,원동항공,EF311,TPE(타오위안 국제 공항),19:50,20:30,,출발,2007-03-06
95,아시아나항공,OZ8130,TAE(대구),20:00,20:06,여객,출발,2007-03-06
96,대한항공,KE1260,GMP(김포),20:05,20:20,여객,출발,2007-03-06
97,대한항공,KE1810,TAE(대구),20:05,20:12,여객,출발,2007-03-06
98,아시아나항공,OZ8148,KWJ(광주),20:15,20:21,여객,출발,2007-03-06
99,아시아나항공,OZ8238,CJJ(청주),20:15,20:35,여객,출발,2007-03-06
100,제주항공,7C130,GMP(김포),20:20,20:32,여객,출발,2007-03-06
101,아시아나항공,OZ8932,GMP(김포),20:25,20:36,여객,출발,2007-03-06
102,HAN,HS306,CJJ(청주),20:25,20:18,여객,출발,2007-03-06
103,대한항공,KE1264,GMP(김포),20:30,20:41,여객,출발,2007-03-06
104,대한항공,KE1266,GMP(김포),20:50,20:54,여객,출발,2007-03-06
105,제주항공,7C132,GMP(김포),20:55,20:57,여객,출발,2007-03-06
106,대한항공,KE1268,GMP(김포),21:00,21:07,여객,출발,2007-03-06
107,아시아나항공,OZ8936,GMP(김포),21:10,21:18,여객,출발,2007-03-06
108,제주항공,7C134,GMP(김포),21:15,21:11,여객,출발,2007-03-06
109,아시아나항공,OZ8938,GMP(김포),21:20,21:20,여객,출발,2007-03-06
0,대한항공,KE1200,GMP(김포),07:05,07:14,여객,출발,2007-03-07
1,아시아나항공,OZ8902,GMP(김포),07:25,07:32,여객,출발,2007-03-07
2,대한항공,KE1002,PUS(김해),08:00,08:06,여객,출발,2007-03-07
3,대한항공,KE1004,PUS(김해),08:20,08:25,여객,출발,2007-03-07
4,대한항공,KE1006,PUS(김해),08:25,08:34,여객,출발,2007-03-07
5,제주항공,7C106,GMP(김포),08:25,08:28,여객,출발,2007-03-07
6,아시아나항공,OZ8100,PUS(김해),08:30,08:37,여객,출발,2007-03-07
7,제주항공,7C502,PUS(김해),08:35,08:39,여객,출발,2007-03-07
8,대한항공,KE1204,GMP(김포),08:40,09:00,여객,출발,2007-03-07
9,제주항공,7C108,GMP(김포),08:50,08:59,여객,출발,2007-03-07
10,아시아나항공,OZ8904,GMP(김포),09:00,09:13,여객,출발,2007-03-07
11,대한항공,KE1802,TAE(대구),09:00,09:08,여객,출발,2007-03-07
12,대한항공,KE1208,GMP(김포),09:10,09:16,여객,출발,2007-03-07
13,아시아나항공,OZ8906,GMP(김포),09:25,09:30,여객,출발,2007-03-07
14,아시아나항공,OZ8122,TAE(대구),09:30,09:36,여객,출발,2007-03-07
15,아시아나항공,OZ8232,CJJ(청주),09:30,09:38,여객,출발,2007-03-07
16,대한항공,KE1210,GMP(김포),09:50,10:03,여객,출발,2007-03-07
17,아시아나항공,OZ8102,PUS(김해),09:50,:,여객,취소,2007-03-07
18,대한항공,KE1952,CJJ(청주),09:50,09:59,여객,출발,2007-03-07
19,HAN,HS302,CJJ(청주),10:05,10:05,여객,출발,2007-03-07
20,대한항공,KE1902,KWJ(광주),10:20,10:32,여객,출발,2007-03-07
21,제주항공,7C504,PUS(김해),10:30,10:36,여객,출발,2007-03-07
22,아시아나항공,OZ8908,GMP(김포),10:35,10:43,여객,출발,2007-03-07
23,아시아나항공,OZ8142,KWJ(광주),11:00,11:04,여객,출발,2007-03-07
24,대한항공,KE1214,GMP(김포),11:00,11:11,여객,출발,2007-03-07
25,제주항공,7C110,GMP(김포),11:15,11:27,여객,출발,2007-03-07
26,대한항공,KE1008,PUS(김해),11:20,11:36,여객,출발,2007-03-07
27,대한항공,KE1910,KWJ(광주),11:20,11:28,여객,출발,2007-03-07
28,아시아나항공,OZ8910,GMP(김포),11:30,11:38,여객,출발,2007-03-07
29,아시아나항공,OZ379,PVG(푸동),12:00,12:07,여객,출발,2007-03-07
30,대한항공,KE1914,KUV(군산),12:00,12:13,여객,출발,2007-03-07
31,대한항공,KE1010,PUS(김해),12:05,12:12,여객,출발,2007-03-07
32,대한항공,KE1804,TAE(대구),12:10,12:17,여객,출발,2007-03-07
33,아시아나항공,OZ8912,GMP(김포),12:10,12:21,여객,출발,2007-03-07
34,제주항공,7C114,GMP(김포),12:20,12:28,여객,출발,2007-03-07
35,대한항공,KE1852,WJU(원주),12:20,12:31,여객,출발,2007-03-07
36,원동항공,EF305,TPE(타오위안 국제 공항),12:25,12:46,여객,출발,2007-03-07
37,아시아나항공,OZ8914,GMP(김포),12:25,12:39,여객,출발,2007-03-07
38,아시아나항공,OZ8126,TAE(대구),12:25,12:40,여객,출발,2007-03-07
39,대한항공,KE755,NGO(나고야),12:30,12:36,여객,출발,2007-03-07
40,대한항공,KE1218,GMP(김포),12:35,12:49,여객,출발,2007-03-07
41,중국남방항공,CZ694,SHE(심양),12:35,12:54,,출발,2007-03-07
42,중국동방항공,MU5036,PVG(푸동),12:45,12:58,여객,출발,2007-03-07
43,대한항공,KE1220,GMP(김포),12:50,13:02,여객,출발,2007-03-07
44,대한항공,KE1222,GMP(김포),13:00,13:09,여객,출발,2007-03-07
45,대한항공,KE1904,KWJ(광주),13:00,13:12,여객,출발,2007-03-07
46,대한항공,KE1954,CJJ(청주),13:20,13:22,여객,출발,2007-03-07
47,HAN,HS204,GMP(김포),13:25,13:34,여객,출발,2007-03-07
48,아시아나항공,OZ8104,PUS(김해),13:30,13:32,여객,출발,2007-03-07
49,대한항공,KE1226,GMP(김포),13:30,13:38,여객,출발,2007-03-07
50,중국동방항공,MU274,PEK(베이징),13:35,13:46,여객,출발,2007-03-07
51,제주항공,7C116,GMP(김포),13:35,13:39,여객,출발,2007-03-07
52,대한항공,KE1012,PUS(김해),13:40,13:49,여객,출발,2007-03-07
53,원동항공,EF301,TPE(타오위안 국제 공항),13:40,13:54,여객,출발,2007-03-07
54,아시아나항공,OZ8916,GMP(김포),13:45,13:56,여객,출발,2007-03-07
55,제주항공,7C118,GMP(김포),14:05,14:12,여객,출발,2007-03-07
56,아시아나항공,OZ8144,KWJ(광주),14:40,14:45,여객,출발,2007-03-07
57,대한항공,KE1234,GMP(김포),15:00,15:12,여객,출발,2007-03-07
58,대한항공,KE1016,PUS(김해),15:00,15:09,여객,출발,2007-03-07
59,제주항공,7C120,GMP(김포),15:05,15:06,여객,출발,2007-03-07
60,중국동방항공,MU5038,PVG(푸동),15:15,15:30,,출발,2007-03-07
61,원동항공,EF303,TPE(타오위안 국제 공항),15:20,15:25,여객,출발,2007-03-07
62,아시아나항공,OZ8918,GMP(김포),15:20,15:31,여객,출발,2007-03-07
63,아시아나항공,OZ8234,CJJ(청주),15:20,15:28,여객,출발,2007-03-07
64,대한항공,KE1906,KWJ(광주),15:35,15:46,여객,출발,2007-03-07
65,대한항공,KE1806,TAE(대구),15:40,15:51,여객,출발,2007-03-07
66,대한항공,KE1238,GMP(김포),16:00,16:11,여객,출발,2007-03-07
67,아시아나항공,OZ8146,KWJ(광주),16:10,16:18,여객,출발,2007-03-07
68,대한항공,KE1956,CJJ(청주),16:20,16:31,여객,출발,2007-03-07
69,대한항공,KE1240,GMP(김포),16:25,16:38,여객,출발,2007-03-07
70,아시아나항공,OZ8920,GMP(김포),16:25,16:34,여객,출발,2007-03-07
71,제주항공,7C124,GMP(김포),16:55,17:08,여객,출발,2007-03-07
72,대한항공,KE1244,GMP(김포),16:55,17:03,여객,출발,2007-03-07
73,아시아나항공,OZ8236,CJJ(청주),17:00,17:15,여객,출발,2007-03-07
74,아시아나항공,OZ8922,GMP(김포),17:00,17:11,여객,출발,2007-03-07
75,HAN,HS304,CJJ(청주),17:05,17:14,여객,출발,2007-03-07
76,제주항공,7C506,PUS(김해),17:10,17:40,여객,지연,2007-03-07
77,대한항공,KE1246,GMP(김포),17:10,17:19,여객,출발,2007-03-07
78,대한항공,KE1916,KUV(군산),17:15,17:25,여객,출발,2007-03-07
79,아시아나항공,OZ8128,TAE(대구),17:20,17:33,여객,출발,2007-03-07
80,아시아나항공,OZ8924,GMP(김포),17:30,17:42,여객,출발,2007-03-07
81,중국동방항공,MU2072,PVG(푸동),17:30,17:59,,출발,2007-03-07
82,제주항공,7C126,GMP(김포),17:30,:,여객,취소,2007-03-07
83,대한항공,KE1018,PUS(김해),17:35,17:50,여객,출발,2007-03-07
84,원동항공,EF307,TPE(타오위안 국제 공항),17:50,18:03,여객,출발,2007-03-07
85,대한항공,KE717,NRT(나리타),18:10,18:08,여객,출발,2007-03-07
86,아시아나항공,OZ8926,GMP(김포),18:15,18:18,여객,출발,2007-03-07
87,대한항공,KE1252,GMP(김포),18:20,18:28,여객,출발,2007-03-07
88,대한항공,KE1808,TAE(대구),18:20,18:34,여객,출발,2007-03-07
89,대한항공,KE733,KIX(간사이),18:30,18:25,여객,출발,2007-03-07
90,대한항공,KE1024,PUS(김해),18:30,18:39,여객,출발,2007-03-07
91,아시아나항공,OZ8106,PUS(김해),18:35,18:41,여객,출발,2007-03-07
92,대한항공,KE1254,GMP(김포),18:40,18:49,여객,출발,2007-03-07
93,대한항공,KE1908,KWJ(광주),18:40,18:55,여객,출발,2007-03-07
94,아시아나항공,OZ8928,GMP(김포),18:45,18:52,여객,출발,2007-03-07
95,대한항공,KE1022,PUS(김해),19:05,19:17,여객,출발,2007-03-07
96,중국동방항공,MU2074,PVG(푸동),19:25,19:43,여객,출발,2007-03-07
97,대한항공,KE1256,GMP(김포),19:30,19:48,여객,출발,2007-03-07
98,대한항공,KE1958,CJJ(청주),19:30,19:39,여객,출발,2007-03-07
99,원동항공,EF311,TPE(타오위안 국제 공항),19:50,19:52,,출발,2007-03-07
100,제주항공,7C508,PUS(김해),19:50,20:14,여객,출발,2007-03-07
101,아시아나항공,OZ8130,TAE(대구),20:00,20:06,여객,출발,2007-03-07
102,대한항공,KE1810,TAE(대구),20:05,20:11,여객,출발,2007-03-07
103,대한항공,KE1260,GMP(김포),20:05,20:13,여객,출발,2007-03-07
104,아시아나항공,OZ8148,KWJ(광주),20:15,20:24,여객,출발,2007-03-07
105,아시아나항공,OZ8238,CJJ(청주),20:15,20:20,여객,출발,2007-03-07
106,제주항공,7C130,GMP(김포),20:20,20:30,여객,출발,2007-03-07
107,아시아나항공,OZ8932,GMP(김포),20:25,20:46,여객,출발,2007-03-07
108,HAN,HS306,CJJ(청주),20:25,20:34,여객,출발,2007-03-07
109,대한항공,KE1264,GMP(김포),20:30,21:01,여객,지연,2007-03-07
110,아시아나항공,OZ8930,GMP(김포),20:40,20:48,여객,출발,2007-03-07
111,중국남방항공,CZ462,HRB(하얼빈),20:40,:,여객,,2007-03-07
112,대한항공,KE1266,GMP(김포),20:50,21:07,여객,출발,2007-03-07
113,제주항공,7C132,GMP(김포),20:55,:,여객,취소,2007-03-07
114,대한항공,KE1268,GMP(김포),21:00,:,여객,취소,2007-03-07
115,아시아나항공,OZ8936,GMP(김포),21:10,21:13,여객,출발,2007-03-07
116,제주항공,7C134,GMP(김포),21:15,21:16,여객,출발,2007-03-07
117,아시아나항공,OZ8938,GMP(김포),21:20,21:22,여객,출발,2007-03-07
0,대한항공,KE1200,GMP(김포),07:05,:,여객,,2007-03-08
1,아시아나항공,OZ8902,GMP(김포),07:25,:,여객,,2007-03-08
2,대한항공,KE1002,PUS(김해),08:00,:,여객,,2007-03-08
3,대한항공,KE1004,PUS(김해),08:20,:,여객,,2007-03-08
4,제주항공,7C106,GMP(김포),08:25,:,여객,,2007-03-08
5,대한항공,KE1006,PUS(김해),08:25,:,여객,,2007-03-08
6,아시아나항공,OZ8100,PUS(김해),08:30,:,여객,,2007-03-08
7,제주항공,7C502,PUS(김해),08:35,:,여객,,2007-03-08
8,대한항공,KE1204,GMP(김포),08:40,:,여객,,2007-03-08
9,제주항공,7C108,GMP(김포),08:50,08:54,여객,출발,2007-03-08
10,아시아나항공,OZ8904,GMP(김포),09:00,09:05,여객,출발,2007-03-08
11,대한항공,KE1802,TAE(대구),09:00,09:10,여객,출발,2007-03-08
12,대한항공,KE1208,GMP(김포),09:10,09:20,여객,출발,2007-03-08
13,아시아나항공,OZ8906,GMP(김포),09:25,10:08,여객,지연,2007-03-08
14,아시아나항공,OZ8232,CJJ(청주),09:30,09:36,여객,출발,2007-03-08
15,아시아나항공,OZ8122,TAE(대구),09:30,09:32,여객,출발,2007-03-08
16,아시아나항공,OZ8942,GMP(김포),09:45,09:51,여객,출발,2007-03-08
17,대한항공,KE1210,GMP(김포),09:50,10:07,여객,출발,2007-03-08
