,Company,Flight_Num,Dep,Sche,Dept,Type,Status,Reason,Date
0,아시아나항공,OZ8957,CJU(제주),13:50,14:32,여객,지연,연결-항공기,2019-01-01
1,아시아나항공,OZ8963,CJU(제주),14:05,14:39,여객,지연,연결-항공기,2019-01-01
2,에어필립,3P1169,MWX(무안),15:00,:,,취소,연결-항공기,2019-01-01
3,에어필립,3P1453,CJU(제주),09:10,10:09,여객,지연,연결-항공기,2019-01-01
4,제주항공,7C113,CJU(제주),12:00,12:49,여객,지연,연결-항공기,2019-01-01
5,제주항공,7C117,CJU(제주),12:50,13:53,여객,지연,연결-항공기,2019-01-01
6,제주항공,7C119,CJU(제주),13:40,14:48,여객,지연,연결-항공기,2019-01-01
7,제주항공,7C121,CJU(제주),14:40,16:18,여객,지연,연결-항공기,2019-01-01
8,제주항공,7C125,CJU(제주),16:05,18:27,여객,지연,연결-항공기,2019-01-01
9,제주항공,7C127,CJU(제주),18:20,19:11,여객,지연,연결-항공기,2019-01-01
10,제주항공,7C129,CJU(제주),19:05,19:47,여객,지연,연결-항공기,2019-01-01
11,제주항공,7C208,PUS(김해),19:50,20:30,여객,지연,연결-항공기,2019-01-01
12,진에어,LJ305,CJU(제주),08:50,09:20,여객,지연,연결-항공기,2019-01-01
13,진에어,LJ315,CJU(제주),13:25,13:56,여객,지연,연결-항공기,2019-01-01
14,진에어,LJ319,CJU(제주),16:00,16:37,여객,지연,연결-항공기,2019-01-01
15,진에어,LJ331,CJU(제주),20:20,21:05,여객,지연,연결-항공기,2019-01-01
16,대한항공,KE1201,CJU(제주),06:45,07:45,여객,지연,정비-기체,2019-01-01
17,대한항공,KE1495,ICN(인천),06:10,07:00,,지연,기타,2019-01-01
18,티웨이항공,TW707,CJU(제주),09:35,10:17,여객,지연,연결-항공기,2019-01-01
19,티웨이항공,TW731,CJU(제주),18:45,19:18,여객,지연,연결-항공기,2019-01-01
