,Company,Flight_Num,Dep,Sche,Dept,Type,Status,Reason,Date
3,진에어,LJ321,CJU(제주),16:05,16:37,여객,지연,연결-항공기,2015-01-14
0,아시아나항공,OZ8709,KWJ(광주),20:20,20:56,여객,지연,연결-항공기,2015-01-16
1,아시아나항공,OZ8737,RSU(여수),17:20,18:01,여객,지연,연결-항공기,2015-01-16
2,에어부산,BX8015,CJU(제주),17:55,18:31,여객,지연,연결-항공기,2015-01-16
3,이스타항공,ZE235,CJU(제주),20:10,20:42,여객,지연,연결-항공기,2015-01-16
4,티웨이항공,TW751,CJU(제주),06:20,06:59,여객,지연,지상조업,2015-01-16
0,아시아나항공,OZ8921,CJU(제주),12:00,12:48,여객,지연,연결-항공기,2015-01-17
1,아시아나항공,OZ8939,CJU(제주),15:25,16:08,여객,지연,연결-항공기,2015-01-17
2,아시아나항공,OZ8981,CJU(제주),07:20,09:48,여객,지연,정비-착륙바퀴,2015-01-17
3,아시아나항공,OZ8983,CJU(제주),11:20,11:57,여객,지연,연결-항공기,2015-01-17
4,이스타항공,ZE211,CJU(제주),11:05,12:51,여객,지연,연결-항공기,2015-01-17
5,진에어,LJ319,CJU(제주),15:20,15:51,여객,지연,연결-항공기,2015-01-17
0,아시아나항공,OZ1065,HND(하네다),20:00,21:34,여객,지연,제방빙작업,2015-01-18
1,아시아나항공,OZ8709,KWJ(광주),20:20,22:01,여객,지연,제방빙작업,2015-01-18
2,아시아나항공,OZ8737,RSU(여수),17:20,17:53,여객,지연,연결-항공기,2015-01-18
3,아시아나항공,OZ8933,CJU(제주),14:00,14:33,여객,지연,연결-항공기,2015-01-18
4,아시아나항공,OZ8955,CJU(제주),19:55,20:29,여객,지연,제방빙작업,2015-01-18
5,아시아나항공,OZ8959,CJU(제주),20:45,22:07,여객,지연,제방빙작업,2015-01-18
6,아시아나항공,OZ8967,CJU(제주),19:25,20:15,여객,지연,제방빙작업,2015-01-18
7,아시아나항공,OZ8987,CJU(제주),19:45,20:36,여객,지연,제방빙작업,2015-01-18
8,에어부산,BX8829,PUS(김해),20:30,21:47,여객,지연,제방빙작업,2015-01-18
9,전일본항공,NH1166,HND(하네다),20:15,21:55,여객,지연,제방빙작업,2015-01-18
10,이스타항공,ZE227,CJU(제주),19:30,20:49,여객,지연,제방빙작업,2015-01-18
11,이스타항공,ZE229,CJU(제주),19:55,21:19,여객,지연,제방빙작업,2015-01-18
12,이스타항공,ZE261F,ICN(인천),19:50,20:35,,지연,제방빙작업,2015-01-18
13,일본항공,JL92,HND(하네다),12:10,13:11,여객,지연,연결-항공기,2015-01-18
14,일본항공,JL94,HND(하네다),19:50,22:12,여객,지연,제방빙작업,2015-01-18
15,제주항공,7C133,CJU(제주),19:40,20:27,여객,지연,제방빙작업,2015-01-18
16,제주항공,7C147,CJU(제주),20:30,21:07,여객,지연,제방빙작업,2015-01-18
17,진에어,LJ319,CJU(제주),15:20,15:54,여객,지연,연결-항공기,2015-01-18
18,진에어,LJ327,CJU(제주),19:30,20:23,여객,지연,제방빙작업,2015-01-18
19,진에어,LJ329,CJU(제주),20:00,21:24,여객,지연,제방빙작업,2015-01-18
20,진에어,LJ331,CJU(제주),20:30,21:28,여객,지연,제방빙작업,2015-01-18
21,대한항공,KE1127,PUS(김해),20:00,21:17,여객,지연,제방빙작업,2015-01-18
22,대한항공,KE1235,CJU(제주),18:05,18:35,여객,지연,연결-항공기,2015-01-18
23,대한항공,KE1237,CJU(제주),17:50,18:25,여객,지연,연결-항공기,2015-01-18
24,대한항공,KE1239,CJU(제주),20:05,21:13,여객,지연,제방빙작업,2015-01-18
25,대한항공,KE1241,CJU(제주),19:35,20:20,여객,지연,제방빙작업,2015-01-18
26,대한항공,KE1243,CJU(제주),19:20,19:53,여객,지연,제방빙작업,2015-01-18
27,대한항공,KE1615,USN(울산),19:25,20:08,여객,지연,제방빙작업,2015-01-18
28,대한항공,KE2711,HND(하네다),19:30,21:14,여객,지연,제방빙작업,2015-01-18
29,티웨이항공,TW723,CJU(제주),19:35,20:42,여객,지연,연결-항공기,2015-01-18
0,이스타항공,ZE205,CJU(제주),08:20,10:02,여객,지연,연결-항공기,2015-01-19
1,이스타항공,ZE211,CJU(제주),11:05,11:45,여객,지연,연결-항공기,2015-01-19
2,이스타항공,ZE213,CJU(제주),11:30,13:09,여객,지연,연결-항공기,2015-01-19
3,이스타항공,ZE219,CJU(제주),15:20,16:17,여객,지연,연결-항공기,2015-01-19
4,이스타항공,ZE225,CJU(제주),18:35,19:14,여객,지연,연결-항공기,2015-01-19
5,진에어,LJ305,CJU(제주),08:30,09:26,여객,지연,연결-항공기,2015-01-19
6,진에어,LJ311,CJU(제주),12:00,13:16,여객,지연,연결-항공기,2015-01-19
7,진에어,LJ319,CJU(제주),15:20,16:48,여객,지연,연결-항공기,2015-01-19
8,진에어,LJ327,CJU(제주),19:30,20:05,여객,지연,연결-항공기,2015-01-19
9,티웨이항공,TW703,CJU(제주),08:20,:,여객,취소,정비,2015-01-19
10,티웨이항공,TW709,CJU(제주),11:35,:,여객,취소,정비,2015-01-19
11,티웨이항공,TW715,CJU(제주),15:00,:,여객,취소,정비,2015-01-19
12,티웨이항공,TW721,CJU(제주),18:30,:,여객,취소,정비,2015-01-19
0,아시아나항공,OZ8915,CJU(제주),10:15,10:50,여객,지연,연결-항공기,2015-01-20
1,제주항공,7C129,CJU(제주),18:55,19:29,여객,지연,정비-항공전자,2015-01-20
0,아시아나항공,OZ8907,CJU(제주),06:50,07:24,여객,지연,항로혼잡,2015-01-21
1,아시아나항공,OZ8915,CJU(제주),10:15,10:48,여객,지연,연결-항공기,2015-01-21
2,제주항공,7C115,CJU(제주),12:20,:,여객,취소,정비-기체,2015-01-21
3,제주항공,7C117,CJU(제주),12:40,13:56,여객,지연,연결-항공기,2015-01-21
4,제주항공,7C143,CJU(제주),13:00,14:32,여객,지연,연결-항공기,2015-01-21
0,아시아나항공,OZ8737,RSU(여수),17:20,17:51,여객,지연,연결-항공기,2015-01-22
1,아시아나항공,OZ8955,CJU(제주),19:55,20:27,여객,지연,연결-항공기,2015-01-22
2,에어부산,BX8015,CJU(제주),17:55,18:25,여객,지연,연결-항공기,2015-01-22
3,제주항공,7C101,CJU(제주),06:55,07:27,여객,지연,정비,2015-01-22
4,제주항공,7C111,CJU(제주),10:15,10:46,여객,지연,연결-항공기,2015-01-22
5,제주항공,7C117,CJU(제주),12:40,13:24,여객,지연,연결-항공기,2015-01-22
6,제주항공,7C123,CJU(제주),15:45,16:18,여객,지연,연결-항공기,2015-01-22
7,대한항공,KE1631,HIN(사천),07:15,:,여객,취소,기상-시정,2015-01-22
0,아시아나항공,OZ8701,KWJ(광주),07:00,:,여객,취소,기상-시정,2015-01-23
1,아시아나항공,OZ8705,KWJ(광주),15:10,15:46,여객,지연,연결-항공기,2015-01-23
2,아시아나항공,OZ8737,RSU(여수),17:20,18:02,여객,지연,연결-항공기,2015-01-23
3,아시아나항공,OZ8937,CJU(제주),18:00,18:30,여객,지연,연결-항공기,2015-01-23
4,아시아나항공,OZ8963,CJU(제주),12:25,12:58,여객,지연,연결-항공기,2015-01-23
5,이스타항공,ZE211,CJU(제주),11:05,11:54,여객,지연,연결-항공기,2015-01-23
6,이스타항공,ZE221,CJU(제주),16:10,16:45,여객,지연,연결-항공기,2015-01-23
7,이스타항공,ZE227,CJU(제주),19:30,20:12,여객,지연,연결-항공기,2015-01-23
8,제주항공,7C115,CJU(제주),12:20,13:05,여객,지연,연결-항공기,2015-01-23
9,제주항공,7C117,CJU(제주),12:40,13:23,여객,지연,연결-항공기,2015-01-23
10,진에어,LJ311,CJU(제주),12:00,12:41,여객,지연,연결-항공기,2015-01-23
11,진에어,LJ319,CJU(제주),15:20,16:11,여객,지연,연결-항공기,2015-01-23
12,대한항공,KE1301,KWJ(광주),08:30,09:50,여객,지연,기상-시정,2015-01-23
13,대한항공,KE1609,USN(울산),13:20,13:51,여객,지연,연결-항공기,2015-01-23
14,대한항공,KE1631,HIN(사천),07:15,:,여객,취소,기상-시정,2015-01-23
0,아시아나항공,OZ8963,CJU(제주),12:25,12:59,여객,지연,연결-항공기,2015-01-24
1,아시아나항공,OZ8965,CJU(제주),15:55,16:26,여객,지연,연결-항공기,2015-01-24
2,아시아나항공,OZ8985,CJU(제주),14:40,15:11,여객,지연,연결-항공기,2015-01-24
3,에어부산,BX8015,CJU(제주),17:55,18:32,여객,지연,연결-항공기,2015-01-24
4,이스타항공,ZE221,CJU(제주),16:10,16:55,여객,지연,연결-항공기,2015-01-24
5,이스타항공,ZE223,CJU(제주),16:45,18:06,여객,지연,연결-항공기,2015-01-24
6,이스타항공,ZE227,CJU(제주),19:30,20:07,여객,지연,연결-항공기,2015-01-24
7,이스타항공,ZE229,CJU(제주),19:55,21:10,여객,지연,연결-항공기,2015-01-24
8,대한항공,KE1631,HIN(사천),07:15,:,여객,취소,기상-시정,2015-01-24
0,아시아나항공,OZ8981,CJU(제주),07:20,08:17,여객,지연,연결-항공기,2015-01-25
1,에어부산,BX8811,PUS(김해),11:30,12:10,여객,지연,연결-항공기,2015-01-25
2,에어부산,BX8823,PUS(김해),17:30,18:10,여객,지연,연결-항공기,2015-01-25
3,이스타항공,ZE221,CJU(제주),16:10,16:42,여객,지연,연결-항공기,2015-01-25
4,티웨이항공,TW747,CJU(제주),19:15,19:26,여객,출발,정비-착륙바퀴,2015-01-25
0,아시아나항공,OZ8701,KWJ(광주),07:00,:,여객,취소,기상-시정,2015-01-26
1,에어부산,BX8805,PUS(김해),08:30,:,여객,취소,정비-엔진,2015-01-26
2,에어부산,BX8811,PUS(김해),11:30,13:03,여객,지연,연결-항공기,2015-01-26
3,이스타항공,ZE211,CJU(제주),11:05,11:35,여객,지연,연결-항공기,2015-01-26
4,진에어,LJ305,CJU(제주),08:30,09:06,여객,지연,연결-항공기,2015-01-26
5,진에어,LJ311,CJU(제주),12:00,12:37,여객,지연,연결-항공기,2015-01-26
6,진에어,LJ319,CJU(제주),15:20,16:00,여객,지연,연결-항공기,2015-01-26
7,대한항공,KE1301,KWJ(광주),08:30,09:36,여객,지연,기상-시정,2015-01-26
8,대한항공,KE1631,HIN(사천),07:15,:,여객,취소,기상-시정,2015-01-26
9,티웨이항공,TW765,CJU(제주),14:40,15:13,여객,지연,연결-항공기,2015-01-26
0,아시아나항공,OZ8987,CJU(제주),19:45,20:16,여객,지연,연결-항공기,2015-01-27
1,진에어,LJ307,CJU(제주),10:00,10:30,여객,지연,연결-항공기,2015-01-27
2,진에어,LJ319,CJU(제주),15:20,15:50,여객,지연,연결-항공기,2015-01-27
3,대한항공,KE1631,HIN(사천),07:15,08:17,여객,지연,기상-시정,2015-01-27
0,에어부산,BX8015,CJU(제주),17:55,18:38,여객,지연,연결-항공기,2015-01-28
1,에어부산,BX8813,PUS(김해),12:30,13:48,여객,지연,연결-항공기,2015-01-28
2,이스타항공,ZE207,CJU(제주),09:45,10:15,여객,지연,연결-항공기,2015-01-28
3,이스타항공,ZE221,CJU(제주),16:10,16:58,여객,지연,연결-항공기,2015-01-28
4,장영항공(長榮),BR155,TSA(송산공항),20:20,21:20,여객,지연,연결-항공기,2015-01-28
5,제주항공,7C129,CJU(제주),18:55,19:25,여객,지연,연결-항공기,2015-01-28
6,제주항공,7C143,CJU(제주),13:00,13:33,여객,지연,연결-항공기,2015-01-28
7,진에어,LJ319,CJU(제주),15:20,15:56,여객,지연,연결-항공기,2015-01-28
8,대한항공,KE191M,ICN(인천),16:50,17:28,,지연,기타,2015-01-28
0,아시아나항공,OZ8705,KWJ(광주),15:10,:,여객,취소,기상-눈,2015-01-29
1,에어부산,BX8015,CJU(제주),17:55,18:28,여객,지연,연결-항공기,2015-01-29
