,Company,Flight_Num,Dep,Sche,Dept,Type,Status,Reason,Date
3,아시아나항공,OZ8703,KWJ(광주),11:35,:,여객,취소,기상-시정,2008-01-07
4,아시아나항공,OZ8709,KWJ(광주),20:45,:,여객,취소,기상-시정,2008-01-07
5,아시아나항공,OZ8735,RSU(여수),14:30,:,여객,취소,연결-항공기,2008-01-07
6,아시아나항공,OZ8761,MWX(무안),12:35,:,여객,취소,연결-항공기,2008-01-07
7,아시아나항공,OZ8807,PUS(김해),09:50,10:21,여객,지연,연결-항공기,2008-01-07
8,아시아나항공,OZ8811,PUS(김해),13:05,13:41,여객,지연,연결-항공기,2008-01-07
9,아시아나항공,OZ8817,PUS(김해),18:50,:,여객,취소,기상-시정,2008-01-07
10,아시아나항공,OZ8819,PUS(김해),20:30,:,여객,취소,기상-시정,2008-01-07
11,아시아나항공,OZ8915,CJU(제주),12:30,:,여객,취소,연결-항공기,2008-01-07
12,아시아나항공,OZ8939,CJU(제주),18:55,:,여객,취소,기상-시정,2008-01-07
13,아시아나항공,OZ8941,CJU(제주),19:15,:,여객,취소,기상-시정,2008-01-07
14,아시아나항공,OZ8945,CJU(제주),19:50,:,여객,취소,기상-시정,2008-01-07
15,아시아나항공,OZ8947,CJU(제주),20:30,:,여객,취소,기상-시정,2008-01-07
16,전일본항공,NH1294,HND(하네다),20:20,:,여객,취소,연결-항공기,2008-01-07
17,HAN,HS219,CJU(제주),14:10,:,여객,취소,연결-항공기,2008-01-07
18,HAN,HS233,CJU(제주),18:35,:,여객,취소,연결-항공기,2008-01-07
19,제주항공,7C113,CJU(제주),12:25,:,여객,취소,연결-항공기,2008-01-07
20,제주항공,7C115,CJU(제주),13:10,13:55,여객,지연,연결-항공기,2008-01-07
21,제주항공,7C117,CJU(제주),13:35,14:10,여객,지연,연결-항공기,2008-01-07
22,제주항공,7C127,CJU(제주),19:20,:,여객,취소,기상-시정,2008-01-07
23,대한항공,KE1127,PUS(김해),15:40,16:17,여객,지연,연결-승무원연결,2008-01-07
24,대한항공,KE1135,PUS(김해),18:20,:,여객,취소,기상-시정,2008-01-07
25,대한항공,KE1137,PUS(김해),19:10,:,여객,취소,기상-시정,2008-01-07
26,대한항공,KE1139,PUS(김해),19:40,:,여객,취소,기상-시정,2008-01-07
27,대한항공,KE1143,PUS(김해),20:20,:,여객,취소,기상-시정,2008-01-07
28,대한항공,KE1211,CJU(제주),08:00,08:35,여객,지연,기상-시정,2008-01-07
29,대한항공,KE1227,CJU(제주),11:45,12:24,여객,지연,연결-항공기,2008-01-07
30,대한항공,KE1231,CJU(제주),11:40,:,여객,취소,연결-항공기,2008-01-07
31,대한항공,KE1235,CJU(제주),12:35,14:01,여객,지연,연결-항공기,2008-01-07
32,대한항공,KE1237,CJU(제주),13:45,14:29,여객,지연,연결-항공기,2008-01-07
33,대한항공,KE1253,CJU(제주),16:15,17:19,여객,지연,연결-항공기,2008-01-07
34,대한항공,KE1259,CJU(제주),17:15,17:49,여객,지연,연결-항공기,2008-01-07
35,대한항공,KE1265,CJU(제주),18:50,:,여객,취소,기상-시정,2008-01-07
36,대한항공,KE1267,CJU(제주),18:55,:,여객,취소,기상-시정,2008-01-07
37,대한항공,KE1273,CJU(제주),19:30,:,여객,취소,기상-시정,2008-01-07
38,대한항공,KE1277,CJU(제주),20:45,:,여객,취소,기상-시정,2008-01-07
39,대한항공,KE1281,CJU(제주),12:30,13:07,여객,지연,연결-승객,2008-01-07
40,대한항공,KE1305,KWJ(광주),19:40,:,여객,취소,기상-시정,2008-01-07
41,대한항공,KE1337,RSU(여수),18:50,:,여객,지연,기상-시정,2008-01-07
42,대한항공,KE1531,KPO(포항),07:00,:,여객,취소,기상-시정,2008-01-07
43,대한항공,KE1617,USN(울산),20:30,:,여객,취소,기상-시정,2008-01-07
44,대한항공,KE1635,HIN(사천),18:40,:,여객,취소,기상-시정,2008-01-07
0,아시아나항공,OZ8609,USN(울산),19:35,20:14,여객,지연,연결-항공기,2008-01-08
1,아시아나항공,OZ8701,KWJ(광주),08:40,:,여객,취소,기상-시정,2008-01-08
2,아시아나항공,OZ8705,KWJ(광주),15:40,:,여객,취소,연결-항공기,2008-01-08
3,아시아나항공,OZ8709,KWJ(광주),20:45,21:40,여객,지연,연결-항공기,2008-01-08
4,아시아나항공,OZ8731,RSU(여수),07:20,:,여객,취소,연결-항공기,2008-01-08
5,아시아나항공,OZ8733,RSU(여수),10:10,:,여객,취소,연결-항공기,2008-01-08
6,아시아나항공,OZ8735,RSU(여수),14:30,:,여객,취소,연결-항공기,2008-01-08
7,아시아나항공,OZ8803,PUS(김해),07:30,:,여객,취소,연결-항공기,2008-01-08
8,아시아나항공,OZ8807,PUS(김해),09:50,10:22,여객,지연,연결-항공기,2008-01-08
9,아시아나항공,OZ8817,PUS(김해),18:00,19:01,여객,지연,연결-항공기,2008-01-08
10,아시아나항공,OZ8907,CJU(제주),09:15,10:24,여객,지연,연결-항공기,2008-01-08
11,아시아나항공,OZ8909,CJU(제주),10:10,10:43,여객,지연,연결-항공기,2008-01-08
12,아시아나항공,OZ8915,CJU(제주),12:30,13:45,여객,지연,연결-항공기,2008-01-08
13,제주항공,7C101,CJU(제주),06:50,:,여객,취소,연결-항공기,2008-01-08
14,제주항공,7C103,CJU(제주),07:10,:,여객,취소,연결-항공기,2008-01-08
15,제주항공,7C105,CJU(제주),07:50,:,여객,취소,연결-항공기,2008-01-08
16,제주항공,7C107,CJU(제주),08:45,:,여객,취소,기상-시정,2008-01-08
17,대한항공,KE1211,CJU(제주),08:00,09:59,여객,지연,연결-항공기,2008-01-08
18,대한항공,KE1231,CJU(제주),11:40,12:44,여객,지연,연결-항공기,2008-01-08
19,대한항공,KE1235,CJU(제주),12:35,13:26,여객,지연,연결-항공기,2008-01-08
20,대한항공,KE1251,CJU(제주),16:05,16:53,여객,지연,연결-항공기,2008-01-08
21,대한항공,KE1275,CJU(제주),19:35,20:06,여객,지연,연결-항공기,2008-01-08
22,대한항공,KE1301,KWJ(광주),08:25,:,여객,취소,기상-시정,2008-01-08
0,아시아나항공,OZ8701,KWJ(광주),08:40,:,여객,취소,기상-시정,2008-01-09
1,대한항공,KE1301,KWJ(광주),08:25,:,여객,취소,기상-시정,2008-01-09
2,대한항공,KE1631,HIN(사천),07:25,:,여객,취소,기상-시정,2008-01-09
0,아시아나항공,OZ8733,RSU(여수),10:10,11:04,여객,지연,정비-엔진,2008-01-10
1,아시아나항공,OZ8949,CJU(제주),13:05,13:38,여객,지연,연결-항공기,2008-01-10
0,아시아나항공,OZ1025,HND(하네다),08:45,09:51,여객,지연,제방빙작업,2008-01-11
1,아시아나항공,OZ3615,SHA(상해/홍차우),16:15,17:18,여객,지연,제방빙작업,2008-01-11
2,아시아나항공,OZ8607,USN(울산),16:00,16:47,여객,지연,연결-항공기,2008-01-11
3,아시아나항공,OZ8609,USN(울산),19:35,20:35,여객,지연,연결-항공기,2008-01-11
4,아시아나항공,OZ8641,HIN(사천),16:45,:,여객,취소,기상-시정,2008-01-11
5,아시아나항공,OZ8705,KWJ(광주),15:25,16:02,여객,지연,연결-항공기,2008-01-11
6,아시아나항공,OZ8707,KWJ(광주),18:05,18:57,여객,지연,연결-항공기,2008-01-11
7,아시아나항공,OZ8709,KWJ(광주),20:45,21:28,여객,지연,연결-항공기,2008-01-11
8,아시아나항공,OZ8731,RSU(여수),07:20,08:04,여객,지연,제방빙작업,2008-01-11
9,아시아나항공,OZ8733,RSU(여수),10:10,10:42,여객,지연,연결-항공기,2008-01-11
10,아시아나항공,OZ8735,RSU(여수),14:30,15:01,여객,지연,연결-항공기,2008-01-11
11,아시아나항공,OZ8809,PUS(김해),11:15,11:49,여객,지연,제방빙작업,2008-01-11
12,아시아나항공,OZ8811,PUS(김해),13:05,13:45,여객,지연,연결-항공기,2008-01-11
13,아시아나항공,OZ8815,PUS(김해),17:10,17:45,여객,지연,연결-항공기,2008-01-11
14,아시아나항공,OZ8903,CJU(제주),07:20,07:55,여객,지연,제방빙작업,2008-01-11
15,아시아나항공,OZ8907,CJU(제주),09:15,10:01,여객,지연,제방빙작업,2008-01-11
16,아시아나항공,OZ8909,CJU(제주),10:10,10:51,여객,지연,제방빙작업,2008-01-11
17,아시아나항공,OZ8915,CJU(제주),12:30,13:10,여객,지연,연결-항공기,2008-01-11
18,아시아나항공,OZ8919,CJU(제주),13:55,14:27,여객,지연,연결-항공기,2008-01-11
19,아시아나항공,OZ8925,CJU(제주),15:45,17:05,여객,지연,제방빙작업,2008-01-11
20,아시아나항공,OZ8927,CJU(제주),14:10,14:58,여객,지연,연결-항공기,2008-01-11
21,아시아나항공,OZ8929,CJU(제주),16:45,17:30,여객,지연,제방빙작업,2008-01-11
22,아시아나항공,OZ8931,CJU(제주),16:55,17:33,여객,지연,제방빙작업,2008-01-11
23,아시아나항공,OZ8935,CJU(제주),17:10,18:07,여객,지연,연결-항공기,2008-01-11
24,아시아나항공,OZ8939,CJU(제주),18:55,19:40,여객,지연,연결-항공기,2008-01-11
25,아시아나항공,OZ8941,CJU(제주),19:15,20:25,여객,지연,연결-항공기,2008-01-11
26,아시아나항공,OZ8947,CJU(제주),20:30,21:22,여객,지연,연결-항공기,2008-01-11
27,제주항공,7C103,CJU(제주),07:10,07:46,여객,지연,제방빙작업,2008-01-11
28,제주항공,7C105,CJU(제주),07:50,08:32,여객,지연,제방빙작업,2008-01-11
29,제주항공,7C109,CJU(제주),10:20,11:04,여객,지연,연결-항공기,2008-01-11
30,제주항공,7C117,CJU(제주),13:35,14:17,여객,지연,연결-항공기,2008-01-11
31,대한항공,KE1101,PUS(김해),07:00,07:33,여객,지연,제방빙작업,2008-01-11
32,대한항공,KE1103,PUS(김해),07:40,08:30,여객,지연,제방빙작업,2008-01-11
33,대한항공,KE1105,PUS(김해),08:30,12:27,여객,지연,제방빙작업,2008-01-11
34,대한항공,KE1107,PUS(김해),09:00,09:45,여객,지연,제방빙작업,2008-01-11
35,대한항공,KE1109,PUS(김해),09:40,10:27,여객,지연,제방빙작업,2008-01-11
36,대한항공,KE1115,PUS(김해),11:40,12:18,여객,지연,연결-항공기,2008-01-11
37,대한항공,KE1119,PUS(김해),13:00,13:47,여객,지연,제방빙작업,2008-01-11
38,대한항공,KE1121,PUS(김해),13:40,14:14,여객,지연,제방빙작업,2008-01-11
39,대한항공,KE1125,PUS(김해),15:00,15:44,여객,지연,연결-항공기,2008-01-11
40,대한항공,KE1127,PUS(김해),15:40,16:14,여객,지연,제방빙작업,2008-01-11
41,대한항공,KE1129,PUS(김해),16:20,:,여객,취소,연결-항공기,2008-01-11
42,대한항공,KE1131,PUS(김해),17:00,17:43,여객,지연,제방빙작업,2008-01-11
43,대한항공,KE1133,PUS(김해),17:40,18:11,여객,지연,제방빙작업,2008-01-11
44,대한항공,KE1135,PUS(김해),18:20,19:11,여객,지연,연결-항공기,2008-01-11
45,대한항공,KE1143,PUS(김해),20:20,20:52,여객,지연,연결-항공기,2008-01-11
46,대한항공,KE1201,CJU(제주),06:40,07:20,여객,지연,제방빙작업,2008-01-11
47,대한항공,KE1207,CJU(제주),07:15,08:11,여객,지연,제방빙작업,2008-01-11
48,대한항공,KE1209,CJU(제주),07:25,08:19,여객,지연,제방빙작업,2008-01-11
49,대한항공,KE1211,CJU(제주),08:00,09:00,여객,지연,제방빙작업,2008-01-11
50,대한항공,KE1217,CJU(제주),09:05,10:02,여객,지연,제방빙작업,2008-01-11
51,대한항공,KE1221,CJU(제주),10:30,11:01,여객,지연,연결-항공기,2008-01-11
52,대한항공,KE1223,CJU(제주),11:10,11:57,여객,지연,연결-항공기,2008-01-11
53,대한항공,KE1227,CJU(제주),11:45,12:33,여객,지연,기타,2008-01-11
54,대한항공,KE1231,CJU(제주),11:40,12:50,여객,지연,연결-항공기,2008-01-11
55,대한항공,KE1235,CJU(제주),12:35,14:09,여객,지연,연결-항공기,2008-01-11
56,대한항공,KE1237,CJU(제주),13:45,14:25,여객,지연,연결-항공기,2008-01-11
57,대한항공,KE1239,CJU(제주),14:05,15:05,여객,지연,제방빙작업,2008-01-11
58,대한항공,KE1243,CJU(제주),14:55,15:59,여객,지연,연결-항공기,2008-01-11
59,대한항공,KE1247,CJU(제주),15:20,16:58,여객,지연,연결-항공기,2008-01-11
60,대한항공,KE1251,CJU(제주),16:05,16:45,여객,지연,제방빙작업,2008-01-11
61,대한항공,KE1253,CJU(제주),16:15,17:41,여객,지연,연결-항공기,2008-01-11
62,대한항공,KE1259,CJU(제주),17:15,17:57,여객,지연,연결-항공기,2008-01-11
63,대한항공,KE1265,CJU(제주),18:50,19:54,여객,지연,연결-항공기,2008-01-11
64,대한항공,KE1267,CJU(제주),18:55,20:33,여객,지연,제방빙작업,2008-01-11
65,대한항공,KE1273,CJU(제주),19:30,21:10,여객,지연,연결-항공기,2008-01-11
66,대한항공,KE1275,CJU(제주),19:35,21:13,여객,지연,연결-항공기,2008-01-11
67,대한항공,KE1277,CJU(제주),20:45,21:25,여객,지연,연결-항공기,2008-01-11
68,대한항공,KE1301,KWJ(광주),08:25,09:11,여객,지연,제방빙작업,2008-01-11
69,대한항공,KE1331,RSU(여수),07:30,08:02,여객,지연,제방빙작업,2008-01-11
70,대한항공,KE1333,RSU(여수),10:30,11:38,여객,지연,연결-항공기,2008-01-11
71,대한항공,KE1339,RSU(여수),13:00,13:56,여객,지연,제방빙작업,2008-01-11
72,대한항공,KE1539,KPO(포항),15:55,:,여객,취소,기상-시정,2008-01-11
73,대한항공,KE1601,USN(울산),07:10,07:51,여객,지연,제방빙작업,2008-01-11
74,대한항공,KE1603,USN(울산),08:25,09:18,여객,지연,제방빙작업,2008-01-11
75,대한항공,KE1605,USN(울산),10:00,10:47,여객,지연,연결-항공기,2008-01-11
76,대한항공,KE1613,USN(울산),16:30,17:28,여객,지연,제방빙작업,2008-01-11
77,대한항공,KE1631,HIN(사천),07:25,08:25,여객,지연,제방빙작업,2008-01-11
78,대한항공,KE1635,HIN(사천),18:40,:,여객,취소,기상-시정,2008-01-11
79,대한항공,KE6707,HND(하네다),09:20,10:21,여객,지연,제방빙작업,2008-01-11
0,아시아나항공,OZ8707,KWJ(광주),18:20,19:04,여객,지연,연결-항공기,2008-01-12
1,아시아나항공,OZ8907,CJU(제주),09:15,09:47,여객,지연,연결-항공기,2008-01-12
2,아시아나항공,OZ8909,CJU(제주),10:10,11:18,여객,지연,연결-항공기,2008-01-12
3,대한항공,KE1531,KPO(포항),07:00,:,여객,취소,기상-바람,2008-01-12
4,대한항공,KE1539,KPO(포항),15:55,:,여객,취소,기상-바람,2008-01-12
0,아시아나항공,OZ8333,KPO(포항),14:05,:,여객,취소,기상-바람,2008-01-13
1,아시아나항공,OZ8811,PUS(김해),13:05,:,여객,취소,정비-기체,2008-01-13
2,아시아나항공,OZ8813,PUS(김해),15:55,:,여객,취소,연결-항공기,2008-01-13
3,제주항공,7C103,CJU(제주),07:10,:,여객,취소,정비-기체,2008-01-13
4,제주항공,7C107,CJU(제주),08:45,09:17,여객,지연,정비-기체,2008-01-13
5,제주항공,7C115,CJU(제주),13:10,13:51,여객,지연,정비-엔진,2008-01-13
6,제주항공,7C117,CJU(제주),13:35,14:11,여객,취소,정비-엔진,2008-01-13
7,제주항공,7C123,CJU(제주),17:20,19:40,여객,지연,정비-엔진,2008-01-13
8,대한항공,KE1539,KPO(포항),15:55,:,여객,취소,기상-바람,2008-01-13
9,대한항공,KE1617,USN(울산),20:30,:,여객,취소,기상-시정,2008-01-13
10,제주항공,7C117,CJU(제주),13:35,14:11,여객,취소,정비-엔진,2008-01-13
0,아시아나항공,OZ8331,KPO(포항),08:35,:,여객,취소,기상-기타,2008-01-14
1,대한항공,KE1531,KPO(포항),07:00,:,여객,취소,기타,2008-01-14
0,대한항공,KE1109,PUS(김해),09:40,10:18,여객,지연,정비-항공전자,2008-01-15
0,아시아나항공,OZ8937,CJU(제주),18:20,18:59,여객,지연,연결-항공기,2008-01-16
0,대한항공,KE191F,ICN(인천),07:30,:,여객,취소,정비-엔진,2008-01-17
1,아시아나항공,OZ8931,CJU(제주),16:55,17:03,여객,회항,기타,2008-01-17
0,아시아나항공,OZ8701,KWJ(광주),08:40,09:30,여객,지연,연결-항공기,2008-01-18
1,제주항공,7C107,CJU(제주),10:15,10:55,여객,지연,연결-항공기,2008-01-18
2,제주항공,7C109,CJU(제주),10:20,12:18,여객,지연,연결-항공기,2008-01-18
3,제주항공,7C111,CJU(제주),11:55,13:21,여객,지연,연결-항공기,2008-01-18
4,제주항공,7C125,CJU(제주),18:00,19:06,여객,지연,연결-항공기,2008-01-18
5,제주항공,7C107,CJU(제주),08:45,08:56,여객,출발,정비-기체,2008-01-18
0,대한항공,KE1201,CJU(제주),06:40,07:23,여객,지연,정비-엔진,2008-01-19
0,아시아나항공,OZ8705,KWJ(광주),15:40,16:27,여객,지연,연결-항공기,2008-01-21
1,아시아나항공,OZ8731,RSU(여수),07:20,08:04,여객,지연,제방빙작업,2008-01-21
2,아시아나항공,OZ8801,PUS(김해),07:05,07:39,여객,지연,제방빙작업,2008-01-21
3,아시아나항공,OZ8915,CJU(제주),12:30,13:16,여객,지연,연결-항공기,2008-01-21
4,아시아나항공,OZ8947,CJU(제주),20:30,21:24,여객,지연,연결-승객,2008-01-21
5,대한항공,KE1101,PUS(김해),07:00,07:35,여객,지연,제방빙작업,2008-01-21
6,대한항공,KE1103,PUS(김해),07:40,08:16,여객,지연,제방빙작업,2008-01-21
7,대한항공,KE1105,PUS(김해),08:30,09:05,여객,지연,제방빙작업,2008-01-21
8,대한항공,KE1207,CJU(제주),07:15,07:51,여객,지연,제방빙작업,2008-01-21
9,대한항공,KE1209,CJU(제주),07:25,08:08,여객,지연,제방빙작업,2008-01-21
10,대한항공,KE1259,CJU(제주),17:15,17:56,여객,지연,연결-항공기,2008-01-21
11,대한항공,KE1275,CJU(제주),19:35,20:06,여객,지연,연결-항공기,2008-01-21
12,대한항공,KE1277,CJU(제주),20:45,21:18,여객,지연,연결-항공기,2008-01-21
13,대한항공,KE1301,KWJ(광주),08:25,09:09,여객,지연,제방빙작업,2008-01-21
14,대한항공,KE1337,RSU(여수),18:50,:,여객,취소,기상-바람,2008-01-21
15,대한항공,KE1531,KPO(포항),07:00,:,여객,취소,기상-바람,2008-01-21
16,대한항공,KE1603,USN(울산),08:25,09:11,여객,지연,제방빙작업,2008-01-21
17,대한항공,KE1605,USN(울산),10:00,10:47,여객,지연,제방빙작업,2008-01-21
18,대한항공,KE1631,HIN(사천),07:25,08:10,여객,지연,제방빙작업,2008-01-21
19,대한항공,KE191F,ICN(인천),17:50,18:36,,지연,항로혼잡,2008-01-21
0,아시아나항공,OZ8331,KPO(포항),08:35,09:11,여객,지연,제방빙작업,2008-01-22
1,아시아나항공,OZ8603,USN(울산),09:50,10:22,여객,지연,제방빙작업,2008-01-22
2,아시아나항공,OZ8605,USN(울산),12:35,13:08,여객,지연,연결-항공기,2008-01-22
3,아시아나항공,OZ8607,USN(울산),15:20,15:51,여객,지연,연결-항공기,2008-01-22
4,아시아나항공,OZ8701,KWJ(광주),09:10,09:41,여객,지연,제방빙작업,2008-01-22
5,아시아나항공,OZ8705,KWJ(광주),15:40,16:16,여객,지연,연결-항공기,2008-01-22
6,아시아나항공,OZ8707,KWJ(광주),18:20,18:59,여객,지연,연결-항공기,2008-01-22
7,아시아나항공,OZ8731,RSU(여수),07:20,07:59,여객,지연,제방빙작업,2008-01-22
8,아시아나항공,OZ8733,RSU(여수),10:10,10:42,여객,지연,제방빙작업,2008-01-22
9,아시아나항공,OZ8735,RSU(여수),14:30,15:03,여객,지연,연결-항공기,2008-01-22
10,아시아나항공,OZ8803,PUS(김해),07:30,08:09,여객,지연,제방빙작업,2008-01-22
11,아시아나항공,OZ8907,CJU(제주),09:15,09:46,여객,지연,제방빙작업,2008-01-22
12,아시아나항공,OZ8915,CJU(제주),12:30,13:05,여객,지연,연결-항공기,2008-01-22
13,대한항공,KE1101,PUS(김해),07:00,07:35,여객,지연,제방빙작업,2008-01-22
14,대한항공,KE1103,PUS(김해),07:40,08:11,여객,지연,제방빙작업,2008-01-22
15,대한항공,KE1111,PUS(김해),10:20,10:54,여객,지연,제방빙작업,2008-01-22
16,대한항공,KE1201,CJU(제주),06:40,07:17,여객,지연,제방빙작업,2008-01-22
17,대한항공,KE1207,CJU(제주),07:15,07:51,여객,지연,제방빙작업,2008-01-22
18,대한항공,KE1209,CJU(제주),07:25,08:05,여객,지연,제방빙작업,2008-01-22
19,대한항공,KE1211,CJU(제주),08:00,08:42,여객,지연,제방빙작업,2008-01-22
20,대한항공,KE1231,CJU(제주),11:40,12:18,여객,지연,연결-항공기,2008-01-22
21,대한항공,KE1237,CJU(제주),13:45,14:39,여객,지연,연결-항공기,2008-01-22
22,대한항공,KE1259,CJU(제주),17:15,17:52,여객,지연,연결-항공기,2008-01-22
23,대한항공,KE1333,RSU(여수),10:30,11:05,여객,지연,제방빙작업,2008-01-22
24,대한항공,KE1339,RSU(여수),13:00,13:32,여객,지연,제방빙작업,2008-01-22
25,대한항공,KE1601,USN(울산),07:10,07:44,여객,지연,제방빙작업,2008-01-22
26,대한항공,KE1603,USN(울산),08:25,09:08,여객,지연,제방빙작업,2008-01-22
27,대한항공,KE1605,USN(울산),10:00,10:40,여객,지연,제방빙작업,2008-01-22
28,대한항공,KE1631,HIN(사천),07:25,08:01,여객,지연,제방빙작업,2008-01-22
0,아시아나항공,OZ8935,CJU(제주),17:20,18:09,여객,지연,연결-항공기,2008-01-23
1,아시아나항공,OZ8947,CJU(제주),20:30,21:16,여객,지연,연결-항공기,2008-01-23
0,아시아나항공,OZ8909,CJU(제주),10:10,10:56,여객,지연,연결-항공기,2008-01-24
1,대한항공,KE1109,PUS(김해),09:40,10:11,여객,지연,연결-항공기,2008-01-24
0,상해항공,FM824,SHA(상해/홍차우),19:20,22:53,여객,지연,연결-항공기,2008-01-27
1,대한항공,KE1539,KPO(포항),15:55,:,여객,취소,기상-시정,2008-01-27
0,대한항공,KE1109,PUS(김해),09:40,10:22,여객,지연,보안검색,2008-01-28
1,대한항공,KE1337,RSU(여수),18:50,:,여객,취소,기상-시정,2008-01-28
0,아시아나항공,OZ8331,KPO(포항),08:35,:,여객,취소,기상-시정,2008-01-29
1,대한항공,KE1531,KPO(포항),07:00,:,여객,취소,기상-시정,2008-01-29
0,제주항공,7C121,CJU(제주),16:45,:,여객,취소,정비-항공전자,2008-01-31
1,대한항공,KE1105,PUS(김해),08:30,09:30,여객,지연,정비-항공전자,2008-01-31
2,대한항공,KE1539,KPO(포항),15:55,16:28,여객,지연,연결-항공기,2008-01-31
0,아시아나항공,OZ8945,CJU(제주),19:50,20:24,여객,지연,연결-항공기,2008-02-01
1,대한항공,KE1635,HIN(사천),18:40,19:12,여객,지연,연결-항공기,2008-02-01
0,대한항공,KE1261,CJU(제주),17:40,18:12,여객,지연,연결-항공기,2008-02-04
0,아시아나항공,OZ8903,CJU(제주),07:20,07:53,여객,지연,탑승수속,2008-02-05
1,제주항공,7C107,CJU(제주),08:45,:,여객,취소,정비-기체,2008-02-05
2,제주항공,7C113,CJU(제주),12:25,13:14,여객,지연,연결-항공기,2008-02-05
3,제주항공,7C123,CJU(제주),17:20,:,여객,취소,정비-기체,2008-02-05
4,제주항공,7C1231,CJU(제주),22:00,22:38,여객,지연,연결-항공기,2008-02-05
5,제주항공,7C1291,CJU(제주),20:40,21:29,여객,지연,정비-기체,2008-02-05
0,제주항공,7C109,CJU(제주),10:20,11:01,여객,지연,정비-기체,2008-02-06
1,대한항공,KE1539,KPO(포항),15:55,16:29,여객,지연,연결-항공기,2008-02-06
0,대한항공,KE1251,CJU(제주),16:05,16:41,여객,지연,연결-항공기,2008-02-08
0,제주항공,7C107,CJU(제주),08:45,:,여객,취소,정비-엔진,2008-02-11
1,대한항공,KE1101,PUS(김해),07:00,07:39,여객,지연,보안검색,2008-02-11
0,제주항공,7C105,CJU(제주),07:50,08:21,여객,지연,정비-항공전자,2008-02-12
1,,N150GA,JDG(제동),12:15,13:19,,지연,기상-바람,2008-02-12
0,아시아나항공,OZ8607,USN(울산),16:00,17:42,여객,지연,정비-항공전자,2008-02-13
1,아시아나항공,OZ8737,RSU(여수),17:40,18:11,여객,지연,연결-항공기,2008-02-13
0,제주항공,7C107,CJU(제주),08:45,:,여객,취소,정비-엔진,2008-02-14
1,제주항공,7C121,CJU(제주),16:40,17:16,여객,지연,정비-기체,2008-02-14
0,제주항공,7C103,CJU(제주),07:10,07:45,여객,지연,연결-승객,2008-02-15
1,제주항공,7C109,CJU(제주),10:20,10:56,여객,지연,연결-항공기,2008-02-15
2,제주항공,7C117,CJU(제주),13:35,14:07,여객,지연,연결-항공기,2008-02-15
0,제주항공,7C119,CJU(제주),16:10,:,여객,취소,정비-기체,2008-02-16
0,,N966H,SIN(싱가포르),15:15,:,,취소,연결-항공기,2008-02-18
0,아시아나항공,OZ8601,USN(울산),07:00,:,여객,취소,기상-시정,2008-02-20
1,아시아나항공,OZ8709,KWJ(광주),20:45,:,여객,취소,정비-착륙바퀴,2008-02-20
2,아시아나항공,OZ8731,RSU(여수),07:20,:,여객,취소,기상-시정,2008-02-20
3,아시아나항공,OZ8801,PUS(김해),07:05,:,여객,취소,기상-시정,2008-02-20
4,아시아나항공,OZ8803,PUS(김해),07:30,08:58,여객,지연,기상-시정,2008-02-20
5,아시아나항공,OZ8807,PUS(김해),09:50,10:27,여객,지연,연결-항공기,2008-02-20
6,아시아나항공,OZ8811,PUS(김해),13:05,14:07,여객,지연,연결-항공기,2008-02-20
