지점,일시,평균풍속(KT),최대풍속(KT),최대순간풍속(KT),최대풍속 나타난시각(hhmi),최대순간풍속 나타난시각(hhmi),최대풍속 풍향(deg),최대순간풍속 풍향(deg),최고기온(°C),최저기온(°C),최고기온시각(hhmi),최저기온시각(hhmi),평균해면기압(hPa),최고해면기압(hPa),최저해면기압(hPa),강수량합(mm),1시간최다강수(mm),1시간최다강수 시각(hhmi),30분최다강수(mm),10분최다강수(mm),최심신적설(cm),최심적설(cm),평균운량(1/8),5/8이상최저운고(FT),평균이슬점온도(°C),평균상대습도(%)
110,2018-06-28,5.2,16,21,1644,1637,30,30,27.8,19.1,1231,1658,999.8,1003.7,997.7,9.5,8.5,1641,5,3,,,7.2,2500,19.7,81
110,2018-06-29,4.5,9,16,704,1543,220,250,28.6,19.8,1521,2359,1003.1,1007.7,999.7,0,0,,0,0,,,5.5,2500,19.4,78
110,2018-06-30,2.7,10,18,1818,1810,160,140,29.2,19,1306,358,1009.7,1011.4,1007.7,2,2,,2,2,,,6.1,2500,19.7,78
110,2018-07-01,6.3,13,17,1810,1806,160,150,23.6,21.1,453,1040,1009.6,1011.4,1007.8,69.5,15,940,12,7,,,7.9,2500,19.7,86
110,2018-07-02,5.8,12,19,526,1908,120,170,28.4,20.8,1622,332,1007.5,1009.4,1006.4,46.5,10.5,647,6.5,3.5,,,7.7,2000,20.6,85
110,2018-07-03,4.9,15,22,1508,1500,360,340,33.1,23.1,1441,421,1000.5,1006.9,995.9,.5,.5,,.5,.5,,,5.1,3000,21.7,75
110,2018-07-04,4.8,11,18,1632,1550,300,240,31.2,22.8,1342,525,998.1,1002.4,995.8,,,,,,,,3.3,3000,20.9,72
110,2018-07-05,4.7,12,18,2214,2214,110,100,29.6,22.7,1540,118,1003.3,1006.8,1001.8,,,,,,,,5.7,2000,20,72
110,2018-07-06,8,15,21,2020,2016,90,80,27.4,21.8,1354,409,1008.2,1010.7,1006.6,,,,,,,,6.1,10000,15.1,57
110,2018-07-07,6.8,12,16,1807,1338,330,80,29.4,18.7,1539,543,1010.6,1011.9,1008.8,,,,,,,,3.4,12000,13,52
110,2018-07-08,6.9,13,18,812,805,120,110,28.3,18.7,1554,604,1012.6,1013.9,1011.1,,,,,,,,4.5,18000,11.9,50
110,2018-07-09,7.3,12,17,1956,2118,120,110,22.8,20,220,1309,1015.1,1016.7,1013.6,21,11,2300,10,5.5,,,8,2500,16.6,76
110,2018-07-10,5,9,13,1238,1442,150,160,27.7,20.6,1445,1,1014.4,1015.5,1013.4,13,10,1,6,2.5,,,8,2500,20.8,81
110,2018-07-11,4.9,12,20,1141,1245,210,200,30.4,24.5,1200,559,1015.1,1015.8,1014.3,6.5,4,436,4,3,,,7.3,2500,22.7,78
110,2018-07-12,4.5,10,21,1056,1100,250,250,28,23.7,1357,2327,1013.9,1015,1012.3,0,0,,0,0,,,5.8,2000,22.5,80
110,2018-07-13,4.9,9,17,1910,1659,310,260,30.8,23.7,1525,2310,1012.7,1014,1010.8,,,,,,,,3.7,2000,21.8,75
110,2018-07-14,4.6,11,25,1633,1626,230,230,31.8,22.9,1449,133,1011.7,1013,1010.4,0,0,,0,0,,,3.1,2500,21.4,73
110,2018-07-15,4,10,19,1454,1445,300,310,32.3,22.6,1443,348,1012.6,1013.7,1011.2,,,,,,,,2.3,3000,21.7,74
110,2018-07-16,4.7,10,16,1141,1018,320,240,32.1,22.5,1410,400,1012.8,1013.7,1011.6,,,,,,,,.3,,20.9,70
110,2018-07-17,4.5,11,16,1519,1408,300,300,30.4,22.1,1349,428,1012.5,1013.3,1011.3,,,,,,,,1.2,,21,73
110,2018-07-18,4.5,11,17,1417,1417,310,300,32,22,1359,416,1012.3,1013.6,1010.9,,,,,,,,.5,,21,73
110,2018-07-19,4.5,9,15,1246,1630,350,280,31.9,22.3,1430,217,1011.5,1013.3,1009.7,,,,,,,,.5,400,21.6,75
110,2018-07-20,4.3,9,17,1416,1837,310,350,32.7,22.6,1524,444,1009.8,1011,1008.2,,,,,,,,.5,,21.1,71
110,2018-07-21,4,11,14,1726,1628,290,280,35.3,23,1534,413,1009.3,1010.4,1008.1,,,,,,,,0,,20.3,64
110,2018-07-22,4.1,9,12,1719,1524,280,330,36.8,23.4,1507,347,1008.8,1010.1,1007.5,,,,,,,,2.9,16000,20.5,60
110,2018-07-23,4.3,11,16,1619,1631,300,270,34.4,27.2,1442,2353,1009.2,1010.6,1007.8,,,,,,,,5.7,14000,21.5,60
110,2018-07-24,4.5,11,16,1709,918,300,210,35.6,25.3,1219,526,1007.6,1009,1006,,,,,,,,1.8,3000,22.6,65
110,2018-07-25,6.5,12,17,908,908,190,190,33.1,26.5,1543,2233,1007.5,1008.4,1006.1,,,,,,,,4.2,2500,22.9,69
110,2018-07-26,4.6,10,14,1517,1501,300,290,33.4,26.3,1256,39,1007.6,1009.1,1005.8,,,,,,,,4.1,3000,23.7,73
110,2018-07-27,4.2,10,17,1810,1613,290,260,34.6,25.5,1327,547,1007.5,1009,1005.7,,,,,,,,1.6,2500,24.2,74
110,2018-07-28,3.7,14,20,1452,1444,150,130,35.3,25.7,1315,1549,1006.2,1007.6,1004.3,14.5,14,1447,10,6.5,,,4.3,3000,24.5,80
110,2018-07-29,6.8,13,19,1639,1822,20,10,35.5,25,1411,516,1004.2,1005.7,1002,,,,,,,,2.5,18000,21.5,62
110,2018-07-30,5.8,9,14,259,1115,30,60,36.8,25.2,1703,500,1004.3,1005.6,1002.6,,,,,,,,2.6,3000,20.4,55
110,2018-07-31,6.2,11,15,1538,848,330,120,35.8,27,1346,552,1004.8,1006.4,1002.7,,,,,,,,2.1,10000,21.4,57
110,2018-08-01,4.3,9,14,1556,1517,310,310,37.6,26.5,1547,521,1003.6,1004.6,1001.9,,,,,,,,.5,,24.1,67
110,2018-08-02,4.8,11,15,1304,1259,310,300,36.4,28.2,1146,506,1005.6,1006.7,1004.3,,,,,,,,2.5,20000,23.5,62
110,2018-08-03,5.2,12,17,1359,1404,300,300,36.4,28.2,1149,2356,1007.4,1008.8,1005.8,,,,,,,,.5,,23.4,63
110,2018-08-04,4.8,12,19,1325,1627,300,260,33.7,27,1119,2329,1008.4,1009.5,1007.3,,,,,,,,2.3,4000,23,66
110,2018-08-05,5.8,12,20,1242,1338,300,290,33.5,26.4,1410,515,1007.8,1009,1006.5,0,0,,0,0,,,4.1,1500,24.3,75
110,2018-08-06,4.6,11,15,1510,1510,300,300,34.9,27.4,1258,58,1006.9,1008,1005.4,,,,,,,,3.7,2000,24.3,72
110,2018-08-07,5.5,11,14,1742,1627,300,300,35.3,27.3,1444,2345,1007.3,1008.6,1005.6,,,,,,,,2.5,3000,22.6,63
110,2018-08-08,4.9,12,18,1406,1630,290,270,35.1,26.4,1259,554,1007.1,1008.4,1005.2,,,,,,,,2.2,,23.6,70
110,2018-08-09,4.4,13,19,1605,1640,300,330,32.7,26.6,1524,2359,1004.7,1006.1,1003,1,1,1400,1,1,,,4.8,2500,24.1,77
110,2018-08-10,5.8,12,17,1503,1301,330,330,35.8,24.9,1436,529,1003.6,1005,1001.9,,,,,,,,3.1,20000,22.5,66
110,2018-08-11,5.7,13,19,2242,2238,70,60,36.2,27.4,1603,2248,1005.1,1006.2,1003.7,0,0,,0,0,,,2.8,3000,21.3,59
110,2018-08-12,5.3,11,16,646,1629,130,290,35.8,27.1,1502,31,1007.3,1009.4,1005.9,2,2,2321,2,1.5,,,4.7,2000,21.2,59
110,2018-08-13,4.5,10,15,1537,1620,310,300,35.9,26.1,1242,543,1010.4,1011.6,1009.1,2,2,40,2,2,,,4.7,2000,23.4,69
110,2018-08-14,4.2,11,15,1720,1444,340,310,36.7,26.5,1415,419,1010.2,1011.5,1009,,,,,,,,4.6,15000,22.9,65
110,2018-08-15,5.4,18,27,1617,1616,320,320,37.8,26.5,1328,518,1007.4,1009.6,1004.8,0,0,,0,0,,,3.7,4000,22.7,65
110,2018-08-16,8.8,15,23,1135,1119,110,110,36.1,25,1322,2335,1009.2,1013.4,1006.4,,,,,,,,3.5,12000,18.9,53
110,2018-08-17,9.7,15,23,2139,144,110,80,33.3,21.8,1621,446,1012.5,1014.7,1009.9,,,,,,,,.3,,11.4,38
110,2018-08-18,6.8,14,18,24,10,140,140,30.9,21.9,1436,553,1011.4,1013.6,1008.9,,,,,,,,3.5,15000,13.4,46
110,2018-08-19,3.8,9,13,1651,1644,300,290,33.1,22.3,1320,651,1010.1,1011.5,1008.1,,,,,,,,4.9,12000,18,60
110,2018-08-20,7.9,16,25,2257,2036,190,190,33.2,23.2,1420,534,1005.5,1009.4,1001.6,0,0,,0,0,,,6.1,2500,19.7,61
110,2018-08-21,6.9,18,30,135,129,190,180,30.4,22.6,1738,555,1003.8,1006.6,1000.6,16,8,459,6,2.5,,,5,2000,20.5,74
110,2018-08-22,5.3,15,20,2226,2231,120,130,35.8,21.9,1417,433,1004.9,1007.1,1002.5,,,,,,,,3.4,7000,21.3,67
110,2018-08-23,7.4,13,19,2334,1516,20,30,31.4,24.4,923,2357,1000.6,1004.6,995.2,4,2.5,2114,1.5,1,,,7.9,3000,21,64
110,2018-08-24,8.9,13,18,630,217,360,10,27.2,23.5,1021,255,997.4,1005.9,991.1,4,1.5,1,1,.5,,,7.9,2500,20.5,80
110,2018-08-25,6.2,13,21,1245,1432,230,220,29.1,22.4,1355,2359,1009.2,1012,1005.9,,,,,,,,4.7,3000,18.8,69
110,2018-08-26,4.9,11,15,1622,1443,140,170,29,18.6,1145,522,1012.3,1013.2,1011.3,0,0,,0,0,,,5.4,2500,16.8,69
110,2018-08-27,4.9,16,22,1328,1325,120,110,26.2,19.6,1548,308,1011.8,1013.1,1010.6,9.5,3.5,154,2.5,1,,,7.6,3000,19.8,83
110,2018-08-28,5.2,16,25,1929,1925,30,20,26.7,22.3,1103,340,1011.7,1012.7,1009.1,124,69.5,1907,50,22.5,,,7.2,800,21.6,87
110,2018-08-29,9.3,16,32,1037,1030,210,200,28.6,22.8,939,1,1009.2,1010.5,1008.1,95,59,1841,33.5,18.5,,,7.3,1000,22.4,83
110,2018-08-30,4.7,10,18,7,36,230,230,29.2,23.2,1246,301,1009.4,1010.9,1008.1,9.5,8.5,37,7.5,5.5,,,7.5,1000,20.9,76
110,2018-08-31,4.2,9,18,1549,1630,290,270,28.9,22,1406,524,1010.7,1011.9,1009.5,0,0,,0,0,,,5.4,3000,18.5,70
110,2018-09-01,6,12,21,909,1313,90,110,30.4,19.5,1705,606,1011.6,1013.3,1009.9,,,,,,,,2.5,18000,16.7,62
110,2018-09-02,6.4,11,17,200,1007,110,90,30.3,20.8,1623,558,1009.6,1012.7,1007,,,,,,,,4,12000,15,54
110,2018-09-03,4.5,15,21,1616,1608,310,290,27,21,1332,2400,1002.3,1007.3,998.3,13.5,7.5,1535,5.5,2.5,,,7.7,1600,19.4,77
110,2018-09-04,6.3,15,21,1518,1514,310,300,28.4,19.1,1621,646,998.3,1001.4,996.1,,,,,,,,3.2,2500,16.5,69
110,2018-09-05,7,15,26,1116,1225,270,270,28,18.2,1450,335,1003.2,1005,1001.2,,,,,,,,1.1,,16.9,68
110,2018-09-06,7.7,20,29,2242,2235,220,220,28.5,19.3,1202,112,1004.5,1006.4,1002.4,0,0,,0,0,,,5.8,2500,18.1,72
110,2018-09-07,6.4,13,22,120,120,220,210,25.9,16.9,1423,2308,1005.8,1011.7,1001.3,3.5,3.5,,3.5,3.5,,,3.8,2500,12.5,59
110,2018-09-08,4.7,11,16,1548,1205,320,20,26.7,13.9,1536,620,1014,1015.6,1011.7,,,,,,,,.4,,11.3,59
110,2018-09-09,4.4,10,15,1752,1522,300,170,28.3,13.9,1353,607,1016.8,1019.4,1015.5,,,,,,,,.8,,11.9,60
110,2018-09-10,5.6,11,17,2114,2142,90,100,28,15.2,1549,554,1020.8,1022.5,1019.4,,,,,,,,2,,12.2,55
110,2018-09-11,6.5,13,18,1035,1034,120,120,25.5,15.7,1329,533,1021.3,1023.7,1019.3,,,,,,,,5,12000,10.1,49
110,2018-09-12,5,12,19,7,1402,150,30,28.1,15.3,1647,620,1018.7,1020.9,1016.6,,,,,,,,3.3,18000,12.3,55
110,2018-09-13,4.5,9,13,1109,1243,110,60,27.5,18.9,1513,620,1017.3,1019,1015.8,,,,,,,,6.5,15000,15.6,65
110,2018-09-14,5.5,11,15,1422,1318,110,100,26.9,18.3,1309,310,1016,1017.7,1014.3,0,0,,0,0,,,7.6,3000,16.6,67
110,2018-09-15,3.5,7,13,7,1540,110,180,26.3,21.1,1216,512,1014.9,1015.9,1013.9,.5,.5,210,.5,.5,,,7.8,3000,18.1,73
110,2018-09-16,3,8,15,1213,1622,300,240,24.2,20.4,1204,2343,1015.9,1017.3,1014.2,2,1,1425,1,.5,,,8,3000,18.4,81
110,2018-09-17,3.7,10,14,1717,1507,290,290,26.8,16.2,1414,628,1017.6,1018.8,1016.4,0,0,,0,0,,,3.4,3000,14.9,69
110,2018-09-18,3.7,9,12,1435,1432,280,290,26.1,15.1,1600,439,1017.2,1019.1,1015.6,,,,,,,,5.6,13000,14.3,68
110,2018-09-19,2.9,7,13,1528,1550,300,280,26.5,17.6,1306,151,1014.7,1016.7,1012.8,0,0,,0,0,,,7.4,3000,14.6,68
110,2018-09-20,6.2,11,17,1152,1151,110,110,20.3,17.7,1502,715,1011.2,1013.6,1009.9,2.5,1,603,.5,.5,,,8,2000,14.9,77
110,2018-09-21,4.6,11,16,1026,1013,130,110,22.6,18,1449,550,1010.6,1012.6,1009.3,12,4.5,617,2.5,1,,,7.3,2000,15.9,79
110,2018-09-22,4.5,14,19,1238,1236,290,290,25.9,14.1,1227,2342,1014.9,1017.4,1012.2,7.5,7.5,341,7.5,4,,,2.1,1000,12.3,64
110,2018-09-23,4.9,12,17,1625,1623,280,270,25,14.1,1429,219,1016.3,1018.2,1014.3,0,0,,0,0,,,3.9,3000,10.7,61
110,2018-09-24,5.8,12,22,1143,1252,360,340,21.8,11.8,1441,407,1019.3,1020.8,1018,,,,,,,,.7,,6.7,55
110,2018-09-25,4.2,9,14,1350,1346,90,80,23.6,9.3,1548,556,1020.2,1021.8,1018,,,,,,,,1.8,20000,6.8,57
110,2018-09-26,5.8,12,17,951,950,90,90,24,13.1,1435,404,1020.3,1021.7,1018.8,,,,,,,,3.8,8000,7.9,53
110,2018-09-27,4.5,10,15,2244,2145,100,90,24.5,10.2,1525,615,1019.5,1021.2,1017.6,,,,,,,,.9,,7.5,53
110,2018-09-28,5.9,11,15,1041,1037,110,100,22.9,14.9,1536,425,1018.9,1020.6,1017.6,,,,,,,,4.9,20000,8.4,54
110,2018-09-29,4.2,9,14,1157,1150,140,130,26.8,12.2,1628,625,1014.6,1018.2,1011.3,,,,,,,,.3,,10.7,61
110,2018-09-30,6.6,15,21,1542,1412,310,290,22.2,12.1,927,639,1007.1,1011.3,1004.3,,,,,,,,1.2,3000,7.6,59
110,2018-10-01,7,18,25,1055,1046,300,300,20.2,11.5,1231,648,1008.4,1014.4,1004.8,0,0,,0,0,,,4.2,3000,5.8,55
110,2018-10-02,2.8,8,13,1210,1227,310,270,20.9,7.8,1400,650,1017.6,1020,1014.4,,,,,,,,.4,,7.3,64
110,2018-10-03,3.8,8,13,1319,1517,350,300,23.1,8.7,1438,623,1022.2,1024.2,1020,,,,,,,,0,,8.9,68
110,2018-10-04,5.2,10,17,937,1300,90,130,24.9,10.3,1419,528,1024.1,1026.3,1022.6,,,,,,,,3.8,18000,9.8,61
110,2018-10-05,4.9,8,11,108,45,90,80,19.3,15.5,3,348,1019.2,1023.2,1013.2,20,3,1501,2,1,,,7.7,2500,13.1,80
110,2018-10-06,8,21,29,1143,1141,350,350,23.2,14.4,1620,2352,1007.6,1013.7,1002,42.5,7.5,631,4,1.5,,,5.5,2500,14.1,77
110,2018-10-07,3.8,11,16,1517,1606,310,290,21.7,9.9,1426,2353,1017.2,1020.2,1013.7,,,,,,,,1.1,,7,59
110,2018-10-08,2.8,7,11,1441,1433,320,280,20.6,7.1,1429,452,1020.1,1021.5,1018.3,,,,,,,,2.3,15000,3.8,57
110,2018-10-09,4.7,15,20,2055,2055,150,140,20.1,8.8,1603,304,1016.8,1020.6,1012.8,0,0,,0,0,,,7,3000,6.3,60
110,2018-10-10,7,14,20,1034,1103,310,290,16.4,6.6,1,2345,1017.7,1021.6,1012.2,9.5,8,35,5.5,3,,,3.8,2500,4,60
110,2018-10-11,7.1,18,28,1251,1247,320,300,14.7,4.9,1439,559,1023.4,1025.7,1021.6,,,,,,,,1.9,4000,-.2,54
110,2018-10-12,2.8,8,15,1110,1121,10,340,16.3,2.9,1629,630,1026.5,1027.9,1025.1,,,,,,,,0,,1.4,59
110,2018-10-13,2.5,5,13,1347,1443,210,50,19,4,1410,638,1026.1,1028,1023.9,,,,,,,,0,,3.6,64
110,2018-10-14,3.4,9,15,1629,1607,300,280,19.3,5,1532,619,1023.4,1025.2,1021.9,,,,,,,,2.3,20000,5.1,67
110,2018-10-15,3,8,13,1638,1551,290,310,21,7.8,1422,442,1020.8,1022.8,1018.5,,,,,,,,2.1,2000,9.2,75
110,2018-10-16,3.4,9,14,1532,1638,290,260,20,7.8,1328,449,1017.4,1020,1015.3,,,,,,,,2.6,20000,5.4,62
110,2018-10-17,3.7,9,18,1224,1629,280,310,17.8,5.6,1322,611,1016.7,1017.9,1015.6,,,,,,,,0,,1.6,57
110,2018-10-18,5.1,12,17,1424,1424,50,50,18.5,5.1,1458,628,1020.7,1024.2,1017.9,,,,,,,,3,3000,4.4,66
110,2018-10-19,4.3,9,16,1533,1304,330,340,19.1,4.9,1438,559,1025.8,1027.4,1024.1,,,,,,,,0,,3.5,60
110,2018-10-20,2.9,10,14,1606,1633,290,290,20.3,4.3,1434,428,1026.3,1028.4,1024.5,,,,,,,,1.3,20000,3.6,65
110,2018-10-21,2.9,9,12,1540,1603,300,280,19.9,4.8,1456,705,1024.1,1026.1,1022.3,,,,,,,,2,15000,3.7,64
110,2018-10-22,2.8,7,16,1431,1333,230,210,21.2,7,1343,653,1020.7,1022.4,1019.2,,,,,,,,4,13000,4.4,62
110,2018-10-23,4.8,17,25,1043,1029,350,350,17.4,6.7,1505,209,1017.8,1019.8,1016.2,4.5,4.5,1044,4,2,,,2.8,2000,7.4,73
110,2018-10-24,2.9,9,16,1336,1625,310,250,18.5,3.7,1443,637,1021.2,1022.5,1019.8,,,,,,,,.6,,5,69
110,2018-10-25,2.1,5,14,1726,1545,320,240,21,4.3,1525,524,1021,1023.7,1017.4,,,,,,,,2.5,15000,5.4,68
110,2018-10-26,6.1,18,26,1937,1934,290,290,15.5,9.5,1523,2,1012.5,1017.5,1009.3,10,3,1145,2,1,,,6.3,2500,7.2,71
110,2018-10-27,8.5,21,30,1102,1228,300,280,12.8,3.2,1302,2302,1015.4,1017.1,1012.2,,,,,,,,2.2,,-1.5,50
110,2018-10-28,5.1,20,33,1606,1601,270,250,15.1,2.7,1326,202,1010.6,1016.3,1005.1,7,3.5,740,3.5,3,,,6,2500,3.8,75
110,2018-10-29,6.5,16,24,1901,1416,340,290,13.3,2.8,1353,510,1015.1,1019.9,1012.4,0,0,,0,0,,,4.2,3000,.1,63
110,2018-10-30,4.2,11,16,1147,1143,340,340,11.2,-.9,1455,627,1022.1,1024.1,1019.7,0,0,,0,0,,,2,8000,-3.5,53
110,2018-10-31,4,10,16,1106,1632,330,270,12.3,1,1501,658,1024.2,1025.3,1023.2,0,0,,0,0,,,1.3,8000,-1.3,59
110,2018-11-01,3,10,14,1441,1138,350,300,15.2,-.2,1501,632,1026.7,1028.2,1025.1,,,,,,,,0,,-.9,61
110,2018-11-02,2.4,6,11,1349,1609,20,260,17.9,1.7,1601,616,1028.2,1030,1026.5,,,,,,,,0,,2.1,66
110,2018-11-03,3,9,12,1549,1558,310,290,18.4,1.5,1328,709,1026.1,1028.3,1023.9,,,,,,,,.1,,3.2,71
110,2018-11-04,3.3,8,11,1330,1323,350,340,18.5,1.5,1429,701,1023.3,1025.2,1021.2,,,,,,,,3.1,400,2.4,69
110,2018-11-05,2.6,6,11,1436,1140,320,280,17,2.5,1413,654,1023.8,1025.1,1022,,,,,,,,2.7,500,5.4,75
110,2018-11-06,2.5,6,11,823,1642,330,280,16.3,5.2,1351,534,1025.6,1027.3,1024.3,,,,,,,,5.4,10000,7.3,80
110,2018-11-07,3.6,8,13,1627,1620,310,280,15.7,10.4,1338,431,1025,1026.8,1022.5,2.5,,,,,,,7.8,2500,9.6,83
110,2018-11-08,7.9,16,25,2230,2320,270,280,15.7,12,1932,449,1013.6,1022.6,1005.3,50,,,,,,,8,2000,10.4,84
110,2018-11-09,9.1,16,27,1117,209,290,250,15.5,10,1406,2359,1017.4,1022.8,1009.7,0,,,,,,,4.7,4000,6.1,66
110,2018-11-10,3.9,9,21,1409,1340,300,260,16.6,6.7,1304,2335,1024.3,1025.6,1022.8,.5,,,,,,,1.9,3500,5.6,71
110,2018-11-11,3.8,10,13,1528,1527,310,300,10,3.7,1412,2315,1023.3,1024.8,1021.4,0,,,,,,,4.7,200,2.1,73
110,2018-11-12,3.8,8,14,1053,1523,360,300,13,1.4,1511,609,1020.8,1022.4,1019,,,,,,,,0,,-.6,63
110,2018-11-13,3.3,6,10,1300,1553,340,330,13.9,2.1,1510,511,1020.5,1021.9,1019.3,,,,,,,,0,,-.3,62
110,2018-11-14,2.8,7,11,1656,1710,300,280,15.3,1.4,1518,708,1023.8,1025.5,1021.8,,,,,,,,0,,1.7,67
110,2018-11-15,2.5,6,9,1610,1136,320,210,15.6,1,1456,630,1025.2,1027.3,1023.9,,,,,,,,3.2,15000,1.8,70
110,2018-11-16,4.8,12,16,1620,1601,340,270,14.3,2.6,1300,2334,1022.8,1024.2,1021,,,,,,,,4.1,3000,2.2,71
110,2018-11-17,3.8,8,11,15,1512,340,320,9,-2.4,1220,704,1024.3,1026.7,1023,,,,,,,,3,18000,-5.6,54
110,2018-11-18,2.4,6,11,1351,1634,310,280,10.7,-1.2,1330,557,1022.4,1024.1,1020.9,,,,,,,,5.3,6000,-2.5,61
110,2018-11-19,3.7,11,15,1514,1513,340,330,11.3,0,1425,625,1023,1025.4,1021.6,,,,,,,,1.6,8000,-1.9,63
110,2018-11-20,4.8,11,21,2304,1502,350,230,12.4,-2.9,1333,640,1025.4,1026.8,1023.9,1,,,,,,,1.2,3000,-5.5,50
110,2018-11-21,4.8,9,19,738,1427,20,360,8.4,.5,1157,2337,1024.9,1026.1,1023.9,1,,,,,,,7.3,3000,-2.1,59
110,2018-11-22,5.4,13,21,1600,1558,300,300,7.3,-4.4,1413,723,1026.8,1029.2,1025.2,,,,,,,,.5,,-10.1,43
110,2018-11-23,2.3,7,8,2202,1933,140,70,6.7,-5.6,1532,600,1029.1,1031.1,1027.6,,,,,,,,2.8,15000,-12.3,41
110,2018-11-24,6.8,18,24,920,918,130,120,5.3,0,1447,656,1024.1,1027.6,1022.7,9,,,,,4,4,6.3,400,-3.3,66
110,2018-11-25,2.7,6,14,28,1456,360,220,10.7,-1.6,1532,744,1024.9,1026.3,1024,,,,,,,,2.6,2000,.2,74
110,2018-11-26,2.7,7,11,1011,1101,120,120,13.5,-2.1,1515,535,1025.3,1027.2,1023.3,,,,,,,,.6,,.2,73
110,2018-11-27,5,9,14,1242,1210,200,210,13.2,-.7,1415,208,1023.1,1025.3,1021.3,,,,,,,,4.2,3000,.2,66
110,2018-11-28,3.9,9,12,1557,1514,320,310,9.6,-1.1,1444,2351,1025.6,1027.2,1024,,,,,,,,2.6,18000,-10.1,40
110,2018-11-29,3.4,7,9,1251,1502,330,330,5.7,-1.8,1506,2400,1027.2,1028,1025.9,0,,,,,,,4.1,3500,-6.4,55
110,2018-11-30,2.5,7,10,1,1438,340,320,7.9,-4.2,1346,737,1027.8,1029.1,1026.2,,,,,,,,.4,,-7.1,58
